step,t_sec,timestamp,frame_id_hex,byte0,byte1,byte2,byte3,byte4,byte5,byte6,byte7,can_heartbeat_ok,warning_tag,control_action,risk_level
329,32.9,2026-04-22T02:43:06.390820+00:00,0x18F185A0,255,255,1,0,96,41,0,0,1,,FORWARD,normal
329,32.9,2026-04-22T02:43:06.390820+00:00,0x18F189A0,106,0,6,0,0,0,0,0,1,,FORWARD,normal
329,32.9,2026-04-22T02:43:06.390820+00:00,0x18F190A0,149,3,1,1,220,0,0,0,1,,FORWARD,normal
330,33.0,2026-04-22T02:43:06.390983+00:00,0x18F181A0,0,2,0,53,83,27,12,2,1,,FORWARD,normal
330,33.0,2026-04-22T02:43:06.390983+00:00,0x18F182A0,11,28,118,126,0,0,0,0,1,,FORWARD,normal
330,33.0,2026-04-22T02:43:06.390983+00:00,0x18F183A0,144,1,149,0,214,5,152,3,1,,FORWARD,normal
330,33.0,2026-04-22T02:43:06.390983+00:00,0x18F184A0,123,101,53,48,64,37,68,58,1,,FORWARD,normal
330,33.0,2026-04-22T02:43:06.390983+00:00,0x18F185A0,255,255,1,0,96,41,0,0,1,,FORWARD,normal
330,33.0,2026-04-22T02:43:06.390983+00:00,0x18F189A0,106,0,6,0,0,0,0,0,1,,FORWARD,normal
330,33.0,2026-04-22T02:43:06.390983+00:00,0x18F190A0,152,3,1,1,219,0,0,0,1,,FORWARD,normal
331,33.1,2026-04-22T02:43:06.405081+00:00,0x18F181A0,0,2,0,53,83,27,12,2,1,,FORWARD,normal
331,33.1,2026-04-22T02:43:06.405081+00:00,0x18F182A0,8,28,118,126,0,0,0,0,1,,FORWARD,normal
331,33.1,2026-04-22T02:43:06.405081+00:00,0x18F183A0,144,1,150,0,232,5,153,3,1,,FORWARD,normal
331,33.1,2026-04-22T02:43:06.405081+00:00,0x18F184A0,123,101,52,48,64,38,68,58,1,,FORWARD,normal
331,33.1,2026-04-22T02:43:06.405081+00:00,0x18F185A0,255,255,1,0,96,41,0,0,1,,FORWARD,normal
331,33.1,2026-04-22T02:43:06.405081+00:00,0x18F189A0,110,0,6,0,0,0,0,0,1,,FORWARD,normal
331,33.1,2026-04-22T02:43:06.405081+00:00,0x18F190A0,153,3,1,1,219,0,0,0,1,,FORWARD,normal
332,33.2,2026-04-22T02:43:06.405320+00:00,0x18F181A0,0,2,0,53,83,27,12,2,1,,FORWARD,normal
332,33.2,2026-04-22T02:43:06.405320+00:00,0x18F182A0,11,30,117,126,0,0,0,0,1,,FORWARD,normal
332,33.2,2026-04-22T02:43:06.405320+00:00,0x18F183A0,144,1,151,0,223,5,152,3,1,,FORWARD,normal
332,33.2,2026-04-22T02:43:06.405320+00:00,0x18F184A0,123,101,52,48,64,38,68,58,1,,FORWARD,normal
332,33.2,2026-04-22T02:43:06.405320+00:00,0x18F185A0,255,255,1,0,96,41,0,0,1,,FORWARD,normal
332,33.2,2026-04-22T02:43:06.405320+00:00,0x18F189A0,103,0,6,0,0,0,0,0,1,,FORWARD,normal
332,33.2,2026-04-22T02:43:06.405320+00:00,0x18F190A0,152,3,1,1,220,0,0,0,1,,FORWARD,normal
333,33.3,2026-04-22T02:43:06.405517+00:00,0x18F181A0,0,2,0,53,83,27,12,2,1,,FORWARD,normal
333,33.3,2026-04-22T02:43:06.405517+00:00,0x18F182A0,11,30,118,126,0,0,0,0,1,,FORWARD,normal
333,33.3,2026-04-22T02:43:06.405517+00:00,0x18F183A0,144,1,150,0,241,5,153,3,1,,FORWARD,normal
333,33.3,2026-04-22T02:43:06.405517+00:00,0x18F184A0,123,101,52,48,64,37,68,58,1,,FORWARD,normal
333,33.3,2026-04-22T02:43:06.405517+00:00,0x18F185A0,255,255,1,0,96,41,0,0,1,,FORWARD,normal
333,33.3,2026-04-22T02:43:06.405517+00:00,0x18F189A0,109,0,6,0,0,0,0,0,1,,FORWARD,normal
333,33.3,2026-04-22T02:43:06.405517+00:00,0x18F190A0,153,3,1,1,219,0,0,0,1,,FORWARD,normal
334,33.4,2026-04-22T02:43:06.405735+00:00,0x18F181A0,0,2,0,53,83,27,12,2,1,,FORWARD,normal
334,33.4,2026-04-22T02:43:06.405735+00:00,0x18F182A0,9,30,117,126,0,0,0,0,1,,FORWARD,normal
334,33.4,2026-04-22T02:43:06.405735+00:00,0x18F183A0,144,1,149,0,235,5,151,3,1,,FORWARD,normal
334,33.4,2026-04-22T02:43:06.405735+00:00,0x18F184A0,123,101,52,48,64,37,68,58,1,,FORWARD,normal
334,33.4,2026-04-22T02:43:06.405735+00:00,0x18F185A0,255,255,1,0,96,41,0,0,1,,FORWARD,normal
334,33.4,2026-04-22T02:43:06.405735+00:00,0x18F189A0,102,0,6,0,0,0,0,0,1,,FORWARD,normal
334,33.4,2026-04-22T02:43:06.405735+00:00,0x18F190A0,151,3,1,1,219,0,0,0,1,,FORWARD,normal
335,33.5,2026-04-22T02:43:06.405920+00:00,0x18F181A0,0,2,0,53,83,27,12,2,1,,FORWARD,normal
335,33.5,2026-04-22T02:43:06.405920+00:00,0x18F182A0,12,30,116,126,0,0,0,0,1,,FORWARD,normal
335,33.5,2026-04-22T02:43:06.405920+00:00,0x18F183A0,144,1,150,0,242,5,149,3,1,,FORWARD,normal
335,33.5,2026-04-22T02:43:06.405920+00:00,0x18F184A0,123,101,52,48,64,38,68,58,1,,FORWARD,normal
335,33.5,2026-04-22T02:43:06.405920+00:00,0x18F185A0,255,255,1,0,96,41,0,0,1,,FORWARD,normal
335,33.5,2026-04-22T02:43:06.405920+00:00,0x18F189A0,101,0,5,0,0,0,0,0,1,,FORWARD,normal
335,33.5,2026-04-22T02:43:06.405920+00:00,0x18F190A0,149,3,1,1,218,0,0,0,1,,FORWARD,normal
336,33.6,2026-04-22T02:43:06.406091+00:00,0x18F181A0,0,2,0,53,83,27,12,2,1,,FORWARD,normal
336,33.6,2026-04-22T02:43:06.406091+00:00,0x18F182A0,9,30,116,126,0,0,0,0,1,,FORWARD,normal
336,33.6,2026-04-22T02:43:06.406091+00:00,0x18F183A0,144,1,151,0,246,5,151,3,1,,FORWARD,normal
336,33.6,2026-04-22T02:43:06.406091+00:00,0x18F184A0,123,101,52,48,64,37,68,58,1,,FORWARD,normal
336,33.6,2026-04-22T02:43:06.406091+00:00,0x18F185A0,255,255,1,0,96,41,0,0,1,,FORWARD,normal
336,33.6,2026-04-22T02:43:06.406091+00:00,0x18F189A0,105,0,6,0,0,0,0,0,1,,FORWARD,normal
336,33.6,2026-04-22T02:43:06.406091+00:00,0x18F190A0,151,3,1,1,218,0,0,0,1,,FORWARD,normal
337,33.7,2026-04-22T02:43:06.406259+00:00,0x18F181A0,0,2,0,53,83,27,12,2,1,,FORWARD,normal
337,33.7,2026-04-22T02:43:06.406259+00:00,0x18F182A0,12,28,118,126,0,0,0,0,1,,FORWARD,normal
337,33.7,2026-04-22T02:43:06.406259+00:00,0x18F183A0,144,1,150,0,240,5,151,3,1,,FORWARD,normal
337,33.7,2026-04-22T02:43:06.406259+00:00,0x18F184A0,123,101,52,48,64,37,68,58,1,,FORWARD,normal
337,33.7,2026-04-22T02:43:06.406259+00:00,0x18F185A0,255,255,1,0,96,41,0,0,1,,FORWARD,normal
337,33.7,2026-04-22T02:43:06.406259+00:00,0x18F189A0,99,0,6,0,0,0,0,0,1,,FORWARD,normal
337,33.7,2026-04-22T02:43:06.406259+00:00,0x18F190A0,151,3,1,1,219,0,0,0,1,,FORWARD,normal
338,33.8,2026-04-22T02:43:06.406512+00:00,0x18F181A0,0,2,0,53,83,27,12,2,1,,FORWARD,normal
338,33.8,2026-04-22T02:43:06.406512+00:00,0x18F182A0,9,30,116,126,0,0,0,0,1,,FORWARD,normal
338,33.8,2026-04-22T02:43:06.406512+00:00,0x18F183A0,144,1,150,0,235,5,153,3,1,,FORWARD,normal
338,33.8,2026-04-22T02:43:06.406512+00:00,0x18F184A0,123,101,52,48,64,37,68,58,1,,FORWARD,normal
338,33.8,2026-04-22T02:43:06.406512+00:00,0x18F185A0,255,255,1,0,96,41,0,0,1,,FORWARD,normal
338,33.8,2026-04-22T02:43:06.406512+00:00,0x18F189A0,110,0,6,0,0,0,0,0,1,,FORWARD,normal
338,33.8,2026-04-22T02:43:06.406512+00:00,0x18F190A0,153,3,1,1,219,0,0,0,1,,FORWARD,normal
339,33.9,2026-04-22T02:43:06.406682+00:00,0x18F181A0,0,2,0,53,83,27,12,2,1,,FORWARD,normal
339,33.9,2026-04-22T02:43:06.406682+00:00,0x18F182A0,11,30,116,126,0,0,0,0,1,,FORWARD,normal
339,33.9,2026-04-22T02:43:06.406682+00:00,0x18F183A0,144,1,150,0,226,5,153,3,1,,FORWARD,normal
339,33.9,2026-04-22T02:43:06.406682+00:00,0x18F184A0,123,101,52,48,64,37,68,58,1,,FORWARD,normal
339,33.9,2026-04-22T02:43:06.406682+00:00,0x18F185A0,255,255,1,0,96,41,0,0,1,,FORWARD,normal
339,33.9,2026-04-22T02:43:06.406682+00:00,0x18F189A0,100,0,6,0,0,0,0,0,1,,FORWARD,normal
339,33.9,2026-04-22T02:43:06.406682+00:00,0x18F190A0,153,3,1,1,218,0,0,0,1,,FORWARD,normal
340,34.0,2026-04-22T02:43:06.406844+00:00,0x18F181A0,0,2,0,53,83,27,12,2,1,,FORWARD,normal
340,34.0,2026-04-22T02:43:06.406844+00:00,0x18F182A0,10,31,117,126,0,0,0,0,1,,FORWARD,normal
340,34.0,2026-04-22T02:43:06.406844+00:00,0x18F183A0,144,1,149,0,229,5,149,3,1,,FORWARD,normal
340,34.0,2026-04-22T02:43:06.406844+00:00,0x18F184A0,123,101,52,48,64,38,68,58,1,,FORWARD,normal
340,34.0,2026-04-22T02:43:06.406844+00:00,0x18F185A0,255,255,1,0,96,41,0,0,1,,FORWARD,normal
340,34.0,2026-04-22T02:43:06.406844+00:00,0x18F189A0,106,0,6,0,0,0,0,0,1,,FORWARD,normal
340,34.0,2026-04-22T02:43:06.406844+00:00,0x18F190A0,149,3,1,1,221,0,0,0,1,,FORWARD,normal
341,34.1,2026-04-22T02:43:06.420803+00:00,0x18F181A0,0,2,0,53,83,27,12,2,1,,FORWARD,normal
341,34.1,2026-04-22T02:43:06.420803+00:00,0x18F182A0,9,28,120,126,0,0,0,0,1,,FORWARD,normal
341,34.1,2026-04-22T02:43:06.420803+00:00,0x18F183A0,144,1,150,0,232,5,153,3,1,,FORWARD,normal
341,34.1,2026-04-22T02:43:06.420803+00:00,0x18F184A0,123,101,52,48,64,38,68,58,1,,FORWARD,normal
341,34.1,2026-04-22T02:43:06.420803+00:00,0x18F185A0,255,255,1,0,96,41,0,0,1,,FORWARD,normal
341,34.1,2026-04-22T02:43:06.420803+00:00,0x18F189A0,106,0,6,0,0,0,0,0,1,,FORWARD,normal
341,34.1,2026-04-22T02:43:06.420803+00:00,0x18F190A0,153,3,1,1,219,0,0,0,1,,FORWARD,normal
342,34.2,2026-04-22T02:43:06.421093+00:00,0x18F181A0,0,2,0,53,83,27,12,2,1,,FORWARD,normal
342,34.2,2026-04-22T02:43:06.421093+00:00,0x18F182A0,12,30,118,126,0,0,0,0,1,,FORWARD,normal
342,34.2,2026-04-22T02:43:06.421093+00:00,0x18F183A0,144,1,149,0,224,5,150,3,1,,FORWARD,normal
342,34.2,2026-04-22T02:43:06.421093+00:00,0x18F184A0,123,101,52,48,64,38,68,58,1,,FORWARD,normal
342,34.2,2026-04-22T02:43:06.421093+00:00,0x18F185A0,255,255,1,0,96,41,0,0,1,,FORWARD,normal
342,34.2,2026-04-22T02:43:06.421093+00:00,0x18F189A0,108,0,6,0,0,0,0,0,1,,FORWARD,normal
342,34.2,2026-04-22T02:43:06.421093+00:00,0x18F190A0,150,3,1,1,219,0,0,0,1,,FORWARD,normal
343,34.3,2026-04-22T02:43:06.421333+00:00,0x18F181A0,0,2,0,53,83,27,12,2,1,,FORWARD,normal
343,34.3,2026-04-22T02:43:06.421333+00:00,0x18F182A0,10,30,117,126,0,0,0,0,1,,FORWARD,normal
343,34.3,2026-04-22T02:43:06.421333+00:00,0x18F183A0,144,1,150,0,227,5,152,3,1,,FORWARD,normal
343,34.3,2026-04-22T02:43:06.421333+00:00,0x18F184A0,123,101,52,48,64,38,68,58,1,,FORWARD,normal
343,34.3,2026-04-22T02:43:06.421333+00:00,0x18F185A0,255,255,1,0,96,41,0,0,1,,FORWARD,normal
343,34.3,2026-04-22T02:43:06.421333+00:00,0x18F189A0,102,0,6,0,0,0,0,0,1,,FORWARD,normal
343,34.3,2026-04-22T02:43:06.421333+00:00,0x18F190A0,152,3,1,1,220,0,0,0,1,,FORWARD,normal
344,34.4,2026-04-22T02:43:06.421538+00:00,0x18F181A0,0,2,0,53,83,27,12,2,1,,FORWARD,normal
344,34.4,2026-04-22T02:43:06.421538+00:00,0x18F182A0,11,32,115,126,0,0,0,0,1,,FORWARD,normal
344,34.4,2026-04-22T02:43:06.421538+00:00,0x18F183A0,144,1,151,0,236,5,154,3,1,,FORWARD,normal
344,34.4,2026-04-22T02:43:06.421538+00:00,0x18F184A0,123,101,52,48,64,37,68,58,1,,FORWARD,normal
344,34.4,2026-04-22T02:43:06.421538+00:00,0x18F185A0,255,255,1,0,96,41,0,0,1,,FORWARD,normal
344,34.4,2026-04-22T02:43:06.421538+00:00,0x18F189A0,107,0,6,0,0,0,0,0,1,,FORWARD,normal
344,34.4,2026-04-22T02:43:06.421538+00:00,0x18F190A0,154,3,1,1,219,0,0,0,1,,FORWARD,normal
345,34.5,2026-04-22T02:43:06.421822+00:00,0x18F181A0,0,2,0,53,83,27,12,2,1,,FORWARD,normal
345,34.5,2026-04-22T02:43:06.421822+00:00,0x18F182A0,10,29,119,126,0,0,0,0,1,,FORWARD,normal
345,34.5,2026-04-22T02:43:06.421822+00:00,0x18F183A0,144,1,150,0,227,5,151,3,1,,FORWARD,normal
345,34.5,2026-04-22T02:43:06.421822+00:00,0x18F184A0,123,101,52,48,64,38,68,58,1,,FORWARD,normal
345,34.5,2026-04-22T02:43:06.421822+00:00,0x18F185A0,255,255,1,0,96,41,0,0,1,,FORWARD,normal
345,34.5,2026-04-22T02:43:06.421822+00:00,0x18F189A0,103,0,6,0,0,0,0,0,1,,FORWARD,normal
345,34.5,2026-04-22T02:43:06.421822+00:00,0x18F190A0,151,3,1,1,220,0,0,0,1,,FORWARD,normal
346,34.6,2026-04-22T02:43:06.422025+00:00,0x18F181A0,0,2,0,53,83,27,12,2,1,,FORWARD,normal
346,34.6,2026-04-22T02:43:06.422025+00:00,0x18F182A0,10,29,118,126,0,0,0,0,1,,FORWARD,normal
346,34.6,2026-04-22T02:43:06.422025+00:00,0x18F183A0,144,1,150,0,228,5,152,3,1,,FORWARD,normal
346,34.6,2026-04-22T02:43:06.422025+00:00,0x18F184A0,123,101,53,48,64,37,68,58,1,,FORWARD,normal
346,34.6,2026-04-22T02:43:06.422025+00:00,0x18F185A0,255,255,1,0,96,41,0,0,1,,FORWARD,normal
346,34.6,2026-04-22T02:43:06.422025+00:00,0x18F189A0,106,0,6,0,0,0,0,0,1,,FORWARD,normal
346,34.6,2026-04-22T02:43:06.422025+00:00,0x18F190A0,152,3,1,1,222,0,0,0,1,,FORWARD,normal
347,34.7,2026-04-22T02:43:06.422201+00:00,0x18F181A0,0,2,0,53,83,27,12,2,1,,FORWARD,normal
347,34.7,2026-04-22T02:43:06.422201+00:00,0x18F182A0,10,31,117,126,0,0,0,0,1,,FORWARD,normal
347,34.7,2026-04-22T02:43:06.422201+00:00,0x18F183A0,144,1,150,0,216,5,152,3,1,,FORWARD,normal
347,34.7,2026-04-22T02:43:06.422201+00:00,0x18F184A0,123,101,52,48,64,37,68,58,1,,FORWARD,normal
347,34.7,2026-04-22T02:43:06.422201+00:00,0x18F185A0,255,255,1,0,96,41,0,0,1,,FORWARD,normal
347,34.7,2026-04-22T02:43:06.422201+00:00,0x18F189A0,103,0,6,0,0,0,0,0,1,,FORWARD,normal
347,34.7,2026-04-22T02:43:06.422201+00:00,0x18F190A0,152,3,1,1,219,0,0,0,1,,FORWARD,normal
348,34.8,2026-04-22T02:43:06.422369+00:00,0x18F181A0,0,2,0,53,83,27,12,2,1,,FORWARD,normal
348,34.8,2026-04-22T02:43:06.422369+00:00,0x18F182A0,9,28,117,126,0,0,0,0,1,,FORWARD,normal
348,34.8,2026-04-22T02:43:06.422369+00:00,0x18F183A0,144,1,150,0,219,5,152,3,1,,FORWARD,normal
348,34.8,2026-04-22T02:43:06.422369+00:00,0x18F184A0,123,101,52,48,64,38,68,58,1,,FORWARD,normal
348,34.8,2026-04-22T02:43:06.422369+00:00,0x18F185A0,255,255,1,0,96,41,0,0,1,,FORWARD,normal
348,34.8,2026-04-22T02:43:06.422369+00:00,0x18F189A0,105,0,6,0,0,0,0,0,1,,FORWARD,normal
348,34.8,2026-04-22T02:43:06.422369+00:00,0x18F190A0,152,3,1,1,221,0,0,0,1,,FORWARD,normal
349,34.9,2026-04-22T02:43:06.422538+00:00,0x18F181A0,0,2,0,53,83,27,12,2,1,,FORWARD,normal
349,34.9,2026-04-22T02:43:06.422538+00:00,0x18F182A0,11,31,118,126,0,0,0,0,1,,FORWARD,normal
349,34.9,2026-04-22T02:43:06.422538+00:00,0x18F183A0,144,1,150,0,231,5,152,3,1,,FORWARD,normal
349,34.9,2026-04-22T02:43:06.422538+00:00,0x18F184A0,123,101,52,48,64,37,68,58,1,,FORWARD,normal
349,34.9,2026-04-22T02:43:06.422538+00:00,0x18F185A0,255,255,1,0,96,41,0,0,1,,FORWARD,normal
349,34.9,2026-04-22T02:43:06.422538+00:00,0x18F189A0,104,0,6,0,0,0,0,0,1,,FORWARD,normal
349,34.9,2026-04-22T02:43:06.422538+00:00,0x18F190A0,152,3,1,1,218,0,0,0,1,,FORWARD,normal
350,35.0,2026-04-22T02:43:06.422703+00:00,0x18F181A0,0,2,0,53,83,27,12,2,1,,FORWARD,normal
350,35.0,2026-04-22T02:43:06.422703+00:00,0x18F182A0,9,30,116,126,0,0,0,0,1,,FORWARD,normal
350,35.0,2026-04-22T02:43:06.422703+00:00,0x18F183A0,144,1,149,0,226,5,153,3,1,,FORWARD,normal
350,35.0,2026-04-22T02:43:06.422703+00:00,0x18F184A0,123,101,52,48,64,37,68,58,1,,FORWARD,normal
350,35.0,2026-04-22T02:43:06.422703+00:00,0x18F185A0,255,255,1,0,96,41,0,0,1,,FORWARD,normal
350,35.0,2026-04-22T02:43:06.422703+00:00,0x18F189A0,99,0,6,0,0,0,0,0,1,,FORWARD,normal
350,35.0,2026-04-22T02:43:06.422703+00:00,0x18F190A0,153,3,2,1,221,0,0,0,1,,FORWARD,normal
351,35.1,2026-04-22T02:43:06.436486+00:00,0x18F181A0,0,2,0,53,83,27,12,2,1,,FORWARD,normal
351,35.1,2026-04-22T02:43:06.436486+00:00,0x18F182A0,10,29,117,126,0,0,0,0,1,,FORWARD,normal
351,35.1,2026-04-22T02:43:06.436486+00:00,0x18F183A0,144,1,151,0,219,5,152,3,1,,FORWARD,normal
351,35.1,2026-04-22T02:43:06.436486+00:00,0x18F184A0,123,101,52,48,64,37,68,58,1,,FORWARD,normal
351,35.1,2026-04-22T02:43:06.436486+00:00,0x18F185A0,255,255,1,0,96,41,0,0,1,,FORWARD,normal
351,35.1,2026-04-22T02:43:06.436486+00:00,0x18F189A0,104,0,6,0,0,0,0,0,1,,FORWARD,normal
351,35.1,2026-04-22T02:43:06.436486+00:00,0x18F190A0,152,3,2,1,220,0,0,0,1,,FORWARD,normal
352,35.2,2026-04-22T02:43:06.436728+00:00,0x18F181A0,0,2,0,53,83,27,12,2,1,,FORWARD,normal
352,35.2,2026-04-22T02:43:06.436728+00:00,0x18F182A0,10,28,117,126,0,0,0,0,1,,FORWARD,normal
352,35.2,2026-04-22T02:43:06.436728+00:00,0x18F183A0,144,1,150,0,247,5,151,3,1,,FORWARD,normal
352,35.2,2026-04-22T02:43:06.436728+00:00,0x18F184A0,123,101,52,48,64,38,68,58,1,,FORWARD,normal
352,35.2,2026-04-22T02:43:06.436728+00:00,0x18F185A0,255,255,1,0,96,41,0,0,1,,FORWARD,normal
352,35.2,2026-04-22T02:43:06.436728+00:00,0x18F189A0,100,0,7,0,0,0,0,0,1,,FORWARD,normal
352,35.2,2026-04-22T02:43:06.436728+00:00,0x18F190A0,151,3,2,1,217,0,0,0,1,,FORWARD,normal
353,35.3,2026-04-22T02:43:06.436924+00:00,0x18F181A0,0,2,0,53,83,27,12,2,1,,FORWARD,normal
353,35.3,2026-04-22T02:43:06.436924+00:00,0x18F182A0,10,27,118,126,0,0,0,0,1,,FORWARD,normal
353,35.3,2026-04-22T02:43:06.436924+00:00,0x18F183A0,144,1,150,0,251,5,152,3,1,,FORWARD,normal
353,35.3,2026-04-22T02:43:06.436924+00:00,0x18F184A0,123,101,52,48,64,38,68,58,1,,FORWARD,normal
353,35.3,2026-04-22T02:43:06.436924+00:00,0x18F185A0,255,255,1,0,96,41,0,0,1,,FORWARD,normal
353,35.3,2026-04-22T02:43:06.436924+00:00,0x18F189A0,109,0,6,0,0,0,0,0,1,,FORWARD,normal
353,35.3,2026-04-22T02:43:06.436924+00:00,0x18F190A0,152,3,2,1,218,0,0,0,1,,FORWARD,normal
354,35.4,2026-04-22T02:43:06.437103+00:00,0x18F181A0,0,2,0,53,83,27,12,2,1,,FORWARD,normal
354,35.4,2026-04-22T02:43:06.437103+00:00,0x18F182A0,10,29,117,126,0,0,0,0,1,,FORWARD,normal
354,35.4,2026-04-22T02:43:06.437103+00:00,0x18F183A0,144,1,151,0,229,5,150,3,1,,FORWARD,normal
354,35.4,2026-04-22T02:43:06.437103+00:00,0x18F184A0,123,101,52,48,64,37,68,58,1,,FORWARD,normal
354,35.4,2026-04-22T02:43:06.437103+00:00,0x18F185A0,255,255,1,0,96,41,0,0,1,,FORWARD,normal
354,35.4,2026-04-22T02:43:06.437103+00:00,0x18F189A0,104,0,6,0,0,0,0,0,1,,FORWARD,normal
354,35.4,2026-04-22T02:43:06.437103+00:00,0x18F190A0,150,3,2,1,217,0,0,0,1,,FORWARD,normal
355,35.5,2026-04-22T02:43:06.437273+00:00,0x18F181A0,0,2,0,53,83,27,12,2,1,,FORWARD,normal
355,35.5,2026-04-22T02:43:06.437273+00:00,0x18F182A0,10,30,118,126,0,0,0,0,1,,FORWARD,normal
355,35.5,2026-04-22T02:43:06.437273+00:00,0x18F183A0,144,1,149,0,227,5,154,3,1,,FORWARD,normal
355,35.5,2026-04-22T02:43:06.437273+00:00,0x18F184A0,123,101,52,48,64,37,68,58,1,,FORWARD,normal
355,35.5,2026-04-22T02:43:06.437273+00:00,0x18F185A0,255,255,1,0,96,41,0,0,1,,FORWARD,normal
355,35.5,2026-04-22T02:43:06.437273+00:00,0x18F189A0,104,0,6,0,0,0,0,0,1,,FORWARD,normal
355,35.5,2026-04-22T02:43:06.437273+00:00,0x18F190A0,154,3,2,1,221,0,0,0,1,,FORWARD,normal
356,35.6,2026-04-22T02:43:06.437439+00:00,0x18F181A0,0,2,0,53,83,27,12,2,1,,FORWARD,normal
356,35.6,2026-04-22T02:43:06.437439+00:00,0x18F182A0,11,29,118,126,0,0,0,0,1,,FORWARD,normal
356,35.6,2026-04-22T02:43:06.437439+00:00,0x18F183A0,144,1,150,0,225,5,151,3,1,,FORWARD,normal
356,35.6,2026-04-22T02:43:06.437439+00:00,0x18F184A0,123,101,52,48,64,37,68,58,1,,FORWARD,normal
356,35.6,2026-04-22T02:43:06.437439+00:00,0x18F185A0,255,255,1,0,96,41,0,0,1,,FORWARD,normal
356,35.6,2026-04-22T02:43:06.437439+00:00,0x18F189A0,103,0,6,0,0,0,0,0,1,,FORWARD,normal
356,35.6,2026-04-22T02:43:06.437439+00:00,0x18F190A0,151,3,2,1,219,0,0,0,1,,FORWARD,normal
357,35.7,2026-04-22T02:43:06.437649+00:00,0x18F181A0,0,2,0,53,83,27,12,2,1,,FORWARD,normal
357,35.7,2026-04-22T02:43:06.437649+00:00,0x18F182A0,10,29,118,126,0,0,0,0,1,,FORWARD,normal
357,35.7,2026-04-22T02:43:06.437649+00:00,0x18F183A0,144,1,150,0,246,5,153,3,1,,FORWARD,normal
357,35.7,2026-04-22T02:43:06.437649+00:00,0x18F184A0,123,101,52,48,64,38,68,58,1,,FORWARD,normal
357,35.7,2026-04-22T02:43:06.437649+00:00,0x18F185A0,255,255,1,0,96,41,0,0,1,,FORWARD,normal
357,35.7,2026-04-22T02:43:06.437649+00:00,0x18F189A0,106,0,6,0,0,0,0,0,1,,FORWARD,normal
357,35.7,2026-04-22T02:43:06.437649+00:00,0x18F190A0,153,3,2,1,218,0,0,0,1,,FORWARD,normal
358,35.8,2026-04-22T02:43:06.437830+00:00,0x18F181A0,0,2,0,53,83,27,12,2,1,,FORWARD,normal
358,35.8,2026-04-22T02:43:06.437830+00:00,0x18F182A0,10,31,118,126,0,0,0,0,1,,FORWARD,normal
358,35.8,2026-04-22T02:43:06.437830+00:00,0x18F183A0,144,1,150,0,235,5,152,3,1,,FORWARD,normal
358,35.8,2026-04-22T02:43:06.437830+00:00,0x18F184A0,123,101,52,48,64,38,68,58,1,,FORWARD,normal
358,35.8,2026-04-22T02:43:06.437830+00:00,0x18F185A0,255,255,1,0,96,41,0,0,1,,FORWARD,normal
358,35.8,2026-04-22T02:43:06.437830+00:00,0x18F189A0,109,0,7,0,0,0,0,0,1,,FORWARD,normal
358,35.8,2026-04-22T02:43:06.437830+00:00,0x18F190A0,152,3,2,1,219,0,0,0,1,,FORWARD,normal
359,35.9,2026-04-22T02:43:06.437994+00:00,0x18F181A0,0,2,0,53,83,27,12,2,1,,FORWARD,normal
359,35.9,2026-04-22T02:43:06.437994+00:00,0x18F182A0,12,27,118,126,0,0,0,0,1,,FORWARD,normal
359,35.9,2026-04-22T02:43:06.437994+00:00,0x18F183A0,144,1,151,0,226,5,149,3,1,,FORWARD,normal
359,35.9,2026-04-22T02:43:06.437994+00:00,0x18F184A0,123,101,52,48,64,37,68,58,1,,FORWARD,normal
359,35.9,2026-04-22T02:43:06.437994+00:00,0x18F185A0,255,255,1,0,96,41,0,0,1,,FORWARD,normal
359,35.9,2026-04-22T02:43:06.437994+00:00,0x18F189A0,102,0,6,0,0,0,0,0,1,,FORWARD,normal
359,35.9,2026-04-22T02:43:06.437994+00:00,0x18F190A0,149,3,2,1,219,0,0,0,1,,FORWARD,normal
360,36.0,2026-04-22T02:43:06.438156+00:00,0x18F181A0,0,2,0,53,83,27,12,2,1,,FORWARD,normal
360,36.0,2026-04-22T02:43:06.438156+00:00,0x18F182A0,10,31,117,126,0,0,0,0,1,,FORWARD,normal
360,36.0,2026-04-22T02:43:06.438156+00:00,0x18F183A0,144,1,150,0,237,5,151,3,1,,FORWARD,normal
360,36.0,2026-04-22T02:43:06.438156+00:00,0x18F184A0,123,101,52,48,64,38,68,58,1,,FORWARD,normal
360,36.0,2026-04-22T02:43:06.438156+00:00,0x18F185A0,255,255,1,0,96,41,0,0,1,,FORWARD,normal
360,36.0,2026-04-22T02:43:06.438156+00:00,0x18F189A0,109,0,6,0,0,0,0,0,1,,FORWARD,normal
360,36.0,2026-04-22T02:43:06.438156+00:00,0x18F190A0,151,3,2,1,217,0,0,0,1,,FORWARD,normal
361,36.1,2026-04-22T02:43:06.452201+00:00,0x18F181A0,0,2,0,53,83,27,12,2,1,,FORWARD,normal
361,36.1,2026-04-22T02:43:06.452201+00:00,0x18F182A0,10,30,116,126,0,0,0,0,1,,FORWARD,normal
361,36.1,2026-04-22T02:43:06.452201+00:00,0x18F183A0,144,1,150,0,214,5,155,3,1,,FORWARD,normal
361,36.1,2026-04-22T02:43:06.452201+00:00,0x18F184A0,123,101,52,48,64,37,68,58,1,,FORWARD,normal
