timestamp,speed_mps,engine_rpm,gear_state,emergency_stop,brake_pressure_bar,travel_pressure_bar,system_pressure_bar,clamp_pressure_bar,coolant_temp_c,surface_temp_c,exhaust_temp_c,intake_pressure_kpa,hydraulic_oil_temp_c,hydraulic_oil_level_pct,oil_pressure_kpa,diesel_level_cm,water_tank_level_pct,battery_v,total_mileage_km,runtime_min,load_state,methane_pct,co_ppm,intake_temp_c
2026-05-05 12:48:16.092.402,0.0,1002.0,3,0,141.0,26.0,142.0,124.0,61.0,52.0,48.0,220.0,37.0,78.0,380.0,59.0,60.0,28.060000000000002,4.0,479.35,1,0.0,0.0,0.0
2026-05-05 12:48:16.592.387,0.0,1131.0,3,0,146.0,27.0,147.0,123.0,61.0,52.0,48.0,220.0,37.0,78.0,416.0,59.0,61.0,28.060000000000002,4.0,479.35,1,0.0,0.0,0.0
2026-05-05 12:48:17.092.360,0.0,1180.0,3,0,151.0,38.0,152.0,123.0,61.0,52.0,48.0,219.0,37.0,78.0,452.0,59.0,60.0,28.25,4.0,479.3666666666667,1,0.0,0.0,0.0
2026-05-05 12:48:17.592.364,0.0,1166.0,3,0,157.0,53.0,158.0,124.0,61.0,52.0,48.0,219.0,37.0,78.0,472.0,59.0,61.0,28.25,4.0,479.3666666666667,1,0.0,0.0,0.0
2026-05-05 12:48:18.092.357,0.0,1158.0,3,0,163.0,52.0,164.0,124.0,61.0,52.0,48.0,220.0,37.0,78.0,476.0,59.0,60.0,28.39,4.0,479.3666666666667,1,0.0,0.0,0.0
2026-05-05 12:48:18.592.346,0.0,1159.0,3,0,166.0,53.0,167.0,124.0,61.0,52.0,48.0,220.0,37.0,78.0,476.0,59.0,61.0,28.39,4.0,479.3833333333333,1,0.0,0.0,0.0
2026-05-05 12:48:19.092.330,3.3000000000000003,1193.0,1,0,122.0,39.0,168.0,131.0,61.0,52.0,48.0,220.0,37.0,78.0,480.0,59.0,60.0,28.36,4.0,479.4,1,0.0,0.0,0.0
2026-05-05 12:48:19.592.316,2.1,1225.0,1,0,3.0,26.0,166.0,127.0,61.0,52.0,48.0,220.0,37.0,78.0,484.0,59.0,60.0,28.36,4.0,479.4,1,0.0,0.0,0.0
2026-05-05 12:48:20.092.300,0.8,1209.0,1,0,4.0,27.0,166.0,125.0,61.0,52.0,48.0,217.0,37.0,78.0,484.0,59.0,60.0,28.830000000000002,4.007,479.4166666666667,1,0.0,0.0,0.0
2026-05-05 12:48:20.592.297,0.30000000000000004,1196.0,1,0,4.0,27.0,166.0,124.0,61.0,52.0,48.0,217.0,37.0,78.0,484.0,59.0,60.0,28.830000000000002,4.007,479.4166666666667,1,0.0,0.0,0.0
2026-05-05 12:48:21.092.290,0.0,1184.0,1,0,4.0,26.0,166.0,123.0,61.0,52.0,48.0,214.0,37.0,77.0,480.0,59.0,60.0,29.29,4.007,479.43333333333334,1,0.0,0.0,0.0
2026-05-05 12:48:21.592.291,0.0,1173.0,1,0,3.0,26.0,166.0,123.0,61.0,52.0,48.0,214.0,37.0,78.0,480.0,59.0,60.0,29.29,4.007,479.43333333333334,1,0.0,0.0,0.0
2026-05-05 12:48:22.092.279,0.0,1173.0,1,0,3.0,26.0,166.0,123.0,61.0,52.0,48.0,213.0,37.0,78.0,484.0,59.0,61.0,29.22,4.007,479.45,1,0.0,0.0,0.0
2026-05-05 12:48:22.592.264,0.0,1165.0,1,0,3.0,26.0,165.0,123.0,61.0,52.0,48.0,213.0,37.0,78.0,480.0,59.0,61.0,29.22,4.007,479.45,1,0.0,0.0,0.0
2026-05-05 12:48:23.092.252,0.0,1157.0,1,0,3.0,26.0,165.0,123.0,61.0,52.0,48.0,213.0,37.0,78.0,480.0,59.0,61.0,29.22,4.007,479.45,1,0.0,0.0,0.0
2026-05-05 12:48:23.592.249,0.0,1155.0,1,0,3.0,26.0,165.0,123.0,61.0,52.0,48.0,214.0,37.0,78.0,480.0,59.0,60.0,29.060000000000002,4.007,479.46666666666664,1,0.0,0.0,0.0
2026-05-05 12:48:24.102.232,0.0,1157.0,1,0,3.0,26.0,165.0,123.0,61.0,52.0,48.0,214.0,37.0,78.0,480.0,59.0,61.0,29.060000000000002,4.007,479.48333333333335,1,0.0,0.0,0.0
2026-05-05 12:48:24.602.229,0.0,1154.0,1,0,3.0,26.0,165.0,123.0,61.0,52.0,48.0,214.0,37.0,78.0,480.0,59.0,61.0,28.900000000000002,4.007,479.48333333333335,1,0.0,0.0,0.0
2026-05-05 12:48:25.102.213,0.0,1153.0,1,0,3.0,26.0,165.0,123.0,61.0,52.0,48.0,214.0,37.0,78.0,480.0,59.0,60.0,28.900000000000002,4.007,479.48333333333335,1,0.0,0.0,0.0
2026-05-05 12:48:25.602.692,0.0,1153.0,1,0,3.0,26.0,165.0,123.0,61.0,52.0,48.0,214.0,37.0,78.0,480.0,59.0,61.0,28.97,4.007,479.5,1,0.0,0.0,0.0
2026-05-05 12:48:26.102.186,0.0,1150.0,1,0,2.0,26.0,164.0,123.0,61.0,52.0,48.0,214.0,37.0,78.0,480.0,59.0,60.0,28.97,4.007,479.5,1,0.0,0.0,0.0
2026-05-05 12:48:26.602.184,0.0,1151.0,1,0,2.0,26.0,164.0,123.0,61.0,52.0,48.0,214.0,37.0,78.0,480.0,59.0,61.0,29.13,4.007,479.51666666666665,1,0.0,0.0,0.0
2026-05-05 12:48:27.102.164,0.0,1071.0,1,0,2.0,26.0,164.0,123.0,61.0,52.0,48.0,214.0,37.0,78.0,480.0,59.0,60.0,29.13,4.007,479.53333333333336,1,0.0,0.0,0.0
2026-05-05 12:48:27.602.159,0.0,888.0,1,0,3.0,26.0,164.0,123.0,61.0,52.0,48.0,213.0,37.0,78.0,448.0,59.0,61.0,29.080000000000002,4.007,479.53333333333336,1,0.0,0.0,0.0
2026-05-05 12:48:28.102.144,0.0,810.0,1,0,2.0,26.0,164.0,123.0,61.0,52.0,48.0,213.0,37.0,78.0,372.0,59.0,61.0,29.080000000000002,4.007,479.53333333333336,1,0.0,0.0,0.0
2026-05-05 12:48:28.602.141,0.0,800.0,1,0,3.0,26.0,164.0,123.0,61.0,52.0,48.0,213.0,37.0,78.0,328.0,59.0,59.0,28.85,4.007,479.55,1,0.0,0.0,0.0
2026-05-05 12:48:29.102.127,0.0,800.0,1,0,3.0,26.0,164.0,123.0,61.0,52.0,48.0,213.0,37.0,78.0,312.0,59.0,60.0,28.85,4.007,479.56666666666666,1,0.0,0.0,0.0
2026-05-05 12:48:29.602.606,0.0,795.0,1,0,2.0,26.0,163.0,123.0,61.0,52.0,48.0,212.0,37.0,78.0,304.0,59.0,59.0,28.95,4.007,479.56666666666666,1,0.0,0.0,0.0
2026-05-05 12:48:30.102.101,0.0,798.0,1,0,3.0,26.0,164.0,123.0,61.0,52.0,48.0,212.0,37.0,78.0,304.0,59.0,59.0,28.95,4.007,479.5833333333333,1,0.0,0.0,0.0
2026-05-05 12:48:30.602.097,0.0,802.0,1,0,3.0,26.0,163.0,123.0,61.0,52.0,48.0,211.0,37.0,78.0,304.0,59.0,60.0,28.88,4.007,479.5833333333333,1,0.0,0.0,0.0
2026-05-05 12:48:31.102.081,0.0,804.0,1,0,2.0,26.0,163.0,123.0,60.0,52.0,48.0,211.0,37.0,78.0,304.0,59.0,59.0,28.88,4.007,479.6,1,0.0,0.0,0.0
2026-05-05 12:48:31.602.076,0.0,798.0,1,0,3.0,26.0,163.0,123.0,60.0,52.0,48.0,211.0,37.0,78.0,304.0,59.0,59.0,28.830000000000002,4.007,479.6,1,0.0,0.0,0.0
2026-05-05 12:48:32.102.070,0.0,796.0,1,0,2.0,26.0,163.0,123.0,60.0,52.0,48.0,211.0,37.0,78.0,304.0,59.0,59.0,28.830000000000002,4.007,479.6166666666667,1,0.0,0.0,0.0
2026-05-05 12:48:32.602.061,0.0,798.0,1,0,2.0,26.0,163.0,123.0,60.0,52.0,48.0,211.0,37.0,78.0,304.0,59.0,60.0,28.78,4.007,479.6166666666667,1,0.0,0.0,0.0
2026-05-05 12:48:33.102.054,0.0,799.0,1,0,2.0,26.0,163.0,123.0,60.0,52.0,48.0,211.0,37.0,78.0,304.0,59.0,59.0,28.78,4.007,479.6333333333333,1,0.0,0.0,0.0
2026-05-05 12:48:33.602.534,0.0,801.0,3,0,2.0,26.0,163.0,123.0,60.0,52.0,48.0,211.0,37.0,78.0,304.0,59.0,59.0,28.78,4.007,479.6333333333333,1,0.0,0.0,0.0
2026-05-05 12:48:34.102.024,0.0,949.0,3,0,77.0,26.0,141.0,123.0,60.0,52.0,48.0,211.0,37.0,78.0,312.0,59.0,60.0,28.89,4.007,479.65,1,0.0,0.0,0.0
2026-05-05 12:48:34.602.532,0.0,890.0,3,0,82.0,26.0,134.0,122.0,60.0,52.0,48.0,211.0,37.0,78.0,352.0,59.0,59.0,28.47,4.007,479.65,1,0.0,0.0,0.0
2026-05-05 12:48:35.102.019,0.0,912.0,3,0,85.0,26.0,129.0,122.0,60.0,52.0,48.0,212.0,37.0,78.0,352.0,59.0,59.0,28.47,4.007,479.6666666666667,1,0.0,0.0,0.0
2026-05-05 12:48:35.602.015,0.0,927.0,3,0,89.0,26.0,125.0,120.0,60.0,52.0,48.0,212.0,37.0,78.0,360.0,59.0,59.0,28.47,4.007,479.6666666666667,1,0.0,0.0,0.0
2026-05-05 12:48:36.101.987,0.0,929.0,3,0,92.0,26.0,121.0,117.0,60.0,52.0,48.0,214.0,37.0,78.0,364.0,59.0,60.0,28.36,4.007,479.68333333333334,1,0.0,0.0,0.0
2026-05-05 12:48:36.601.975,0.0,934.0,3,0,95.0,26.0,119.0,115.0,60.0,52.0,48.0,214.0,37.0,78.0,372.0,59.0,61.0,28.36,4.007,479.68333333333334,1,0.0,0.0,0.0
2026-05-05 12:48:37.101.962,0.0,817.0,3,0,97.0,26.0,118.0,115.0,60.0,52.0,48.0,214.0,37.0,78.0,364.0,59.0,61.0,28.34,4.007,479.7,1,0.0,0.0,0.0
2026-05-05 12:48:37.602.453,0.0,846.0,3,0,100.0,26.0,118.0,115.0,60.0,52.0,48.0,214.0,37.0,78.0,364.0,59.0,60.0,28.34,4.007,479.7,1,0.0,0.0,0.0
2026-05-05 12:48:38.101.934,0.0,874.0,3,0,102.0,26.0,117.0,115.0,60.0,52.0,48.0,216.0,37.0,78.0,328.0,59.0,61.0,27.75,4.007,479.71666666666664,1,0.0,0.0,0.0
2026-05-05 12:48:38.601.938,0.0,899.0,3,0,104.0,26.0,118.0,116.0,60.0,52.0,48.0,216.0,37.0,78.0,336.0,59.0,60.0,27.75,4.007,479.71666666666664,1,0.0,0.0,0.0
2026-05-05 12:48:39.101.932,0.0,910.0,3,0,106.0,26.0,118.0,116.0,60.0,52.0,48.0,217.0,37.0,78.0,348.0,59.0,60.0,28.1,4.007,479.73333333333335,1,0.0,0.0,0.0
2026-05-05 12:48:39.601.920,0.0,920.0,3,0,108.0,26.0,119.0,118.0,60.0,52.0,48.0,217.0,37.0,78.0,356.0,59.0,60.0,28.1,4.007,479.73333333333335,1,0.0,0.0,0.0
2026-05-05 12:48:40.101.906,0.0,924.0,3,0,110.0,26.0,120.0,119.0,60.0,52.0,48.0,218.0,37.0,78.0,360.0,59.0,61.0,27.98,4.007,479.75,1,0.0,0.0,0.0
2026-05-05 12:48:40.601.906,0.0,927.0,3,0,112.0,26.0,121.0,120.0,60.0,52.0,48.0,218.0,37.0,78.0,364.0,59.0,60.0,27.98,4.007,479.75,1,0.0,0.0,0.0
2026-05-05 12:48:41.101.883,0.0,927.0,3,0,114.0,26.0,123.0,121.0,60.0,52.0,48.0,218.0,37.0,78.0,368.0,59.0,61.0,28.03,4.007,479.76666666666665,1,0.0,0.0,0.0
2026-05-05 12:48:41.602.365,0.0,984.0,3,0,115.0,26.0,124.0,122.0,60.0,52.0,48.0,218.0,37.0,78.0,368.0,59.0,60.0,28.03,4.007,479.76666666666665,1,0.0,0.0,0.0
2026-05-05 12:48:42.101.864,0.0,1002.0,3,0,117.0,26.0,125.0,123.0,60.0,52.0,48.0,219.0,37.0,78.0,368.0,59.0,60.0,28.05,4.007,479.78333333333336,1,0.0,0.0,0.0
2026-05-05 12:48:42.601.863,0.0,1005.0,3,0,119.0,26.0,127.0,123.0,60.0,52.0,48.0,219.0,37.0,78.0,400.0,59.0,60.0,28.05,4.007,479.78333333333336,1,0.0,0.0,0.0
2026-05-05 12:48:43.101.850,0.0,1010.0,3,0,128.0,26.0,130.0,123.0,60.0,52.0,48.0,220.0,37.0,78.0,404.0,59.0,59.0,28.11,4.007,479.8,1,0.0,0.0,0.0
2026-05-05 12:48:43.601.833,0.0,1010.0,3,0,134.0,26.0,134.0,124.0,60.0,52.0,48.0,220.0,37.0,78.0,412.0,59.0,60.0,28.11,4.007,479.8,1,0.0,0.0,0.0
2026-05-05 12:48:44.101.826,0.0,1013.0,3,0,138.0,26.0,139.0,124.0,60.0,52.0,48.0,221.0,37.0,78.0,412.0,59.0,61.0,28.2,4.007,479.8,1,0.0,0.0,0.0
2026-05-05 12:48:44.601.816,0.0,1083.0,3,0,142.0,26.0,143.0,124.0,60.0,52.0,48.0,221.0,37.0,78.0,412.0,59.0,60.0,28.2,4.007,479.81666666666666,1,0.0,0.0,0.0
2026-05-05 12:48:45.101.812,0.0,1209.0,3,0,147.0,34.0,148.0,124.0,60.0,52.0,48.0,220.0,37.0,78.0,444.0,59.0,61.0,28.400000000000002,4.007,479.8333333333333,1,0.0,0.0,0.0
2026-05-05 12:48:45.602.292,0.0,1187.0,3,0,153.0,64.0,154.0,124.0,60.0,52.0,48.0,220.0,37.0,78.0,468.0,59.0,61.0,28.400000000000002,4.007,479.8333333333333,1,0.0,0.0,0.0
2026-05-05 12:48:46.101.794,0.0,1172.0,3,0,159.0,59.0,159.0,124.0,60.0,52.0,48.0,220.0,37.0,78.0,480.0,59.0,61.0,28.400000000000002,4.007,479.85,1,0.0,0.0,0.0
2026-05-05 12:48:46.601.777,0.0,1165.0,3,0,165.0,57.0,166.0,124.0,60.0,52.0,48.0,219.0,37.0,78.0,484.0,59.0,61.0,28.330000000000002,4.007,479.85,1,0.0,0.0,0.0
2026-05-05 12:48:47.101.766,0.0,1155.0,3,0,167.0,55.0,167.0,124.0,60.0,52.0,48.0,219.0,37.0,78.0,484.0,59.0,61.0,28.330000000000002,4.007,479.8666666666667,1,0.0,0.0,0.0
2026-05-05 12:48:47.602.093,0.0,1234.0,3,0,166.0,58.0,167.0,124.0,60.0,52.0,48.0,220.0,37.0,78.0,480.0,59.0,61.0,28.47,4.007,479.8666666666667,1,0.0,0.0,0.0
2026-05-05 12:48:48.101.738,0.0,1211.0,3,0,166.0,53.0,167.0,124.0,60.0,52.0,48.0,220.0,37.0,77.0,484.0,59.0,60.0,28.47,4.007,479.8833333333333,1,0.0,0.0,0.0
2026-05-05 12:48:48.601.735,0.0,1196.0,3,0,166.0,57.0,167.0,124.0,60.0,52.0,48.0,218.0,37.0,78.0,488.0,59.0,60.0,28.38,4.007,479.8833333333333,1,0.0,0.0,0.0
2026-05-05 12:48:49.101.730,0.0,1192.0,3,0,165.0,48.0,166.0,124.0,60.0,52.0,48.0,218.0,37.0,76.0,492.0,59.0,60.0,28.38,4.007,479.8833333333333,1,0.0,0.0,0.0
2026-05-05 12:48:49.602.212,0.0,1182.0,3,0,165.0,51.0,166.0,124.0,60.0,52.0,48.0,215.0,37.0,78.0,488.0,59.0,60.0,28.38,4.007,479.9,1,0.0,0.0,0.0
2026-05-05 12:48:50.101.712,0.0,1169.0,3,0,165.0,57.0,166.0,124.0,60.0,52.0,48.0,215.0,37.0,76.0,488.0,59.0,60.0,28.38,4.007,479.9166666666667,1,0.0,0.0,0.0
2026-05-05 12:48:50.601.698,0.0,1166.0,3,0,165.0,52.0,166.0,124.0,60.0,52.0,48.0,215.0,37.0,77.0,484.0,59.0,61.0,28.36,4.007,479.9166666666667,1,0.0,0.0,0.0
2026-05-05 12:48:51.101.687,0.0,1163.0,3,0,165.0,55.0,166.0,124.0,60.0,52.0,48.0,215.0,37.0,78.0,484.0,59.0,60.0,28.36,4.007,479.93333333333334,1,0.0,0.0,0.0
2026-05-05 12:48:51.601.682,0.0,1159.0,3,0,164.0,61.0,166.0,124.0,60.0,52.0,48.0,214.0,37.0,75.0,484.0,59.0,60.0,28.150000000000002,4.007,479.93333333333334,1,0.0,0.0,0.0
2026-05-05 12:48:52.101.666,0.0,1158.0,3,0,164.0,56.0,165.0,124.0,60.0,52.0,48.0,214.0,37.0,78.0,480.0,59.0,61.0,28.150000000000002,4.007,479.93333333333334,1,0.0,0.0,0.0
2026-05-05 12:48:52.601.665,0.0,1155.0,3,0,164.0,55.0,165.0,124.0,60.0,52.0,48.0,214.0,37.0,76.0,484.0,59.0,60.0,28.3,4.007,479.95,1,0.0,0.0,0.0
2026-05-05 12:48:53.101.654,0.0,1156.0,3,0,164.0,55.0,165.0,124.0,60.0,52.0,48.0,214.0,37.0,76.0,484.0,59.0,61.0,28.3,4.007,479.96666666666664,1,0.0,0.0,0.0
2026-05-05 12:48:53.602.128,0.0,1158.0,3,0,164.0,59.0,165.0,124.0,60.0,52.0,48.0,214.0,37.0,78.0,480.0,59.0,61.0,28.23,4.007,479.96666666666664,1,0.0,0.0,0.0
2026-05-05 12:48:54.101.635,0.0,1152.0,3,0,164.0,56.0,165.0,124.0,60.0,52.0,48.0,214.0,37.0,76.0,480.0,59.0,60.0,28.23,4.007,479.96666666666664,1,0.0,0.0,0.0
2026-05-05 12:48:54.601.615,0.0,1152.0,3,0,164.0,58.0,165.0,124.0,60.0,52.0,48.0,214.0,37.0,77.0,480.0,59.0,61.0,28.25,4.007,479.98333333333335,1,0.0,0.0,0.0
2026-05-05 12:48:55.101.604,0.0,1150.0,3,0,163.0,59.0,165.0,124.0,60.0,52.0,48.0,214.0,37.0,77.0,480.0,59.0,60.0,28.25,4.007,480.0,1,0.0,0.0,0.0
2026-05-05 12:48:55.601.604,0.0,1149.0,3,0,163.0,58.0,164.0,124.0,60.0,52.0,48.0,214.0,37.0,77.0,480.0,59.0,61.0,28.38,4.007,480.0,1,0.0,0.0,0.0
2026-05-05 12:48:56.101.588,0.0,1152.0,3,0,163.0,55.0,164.0,124.0,60.0,52.0,48.0,214.0,37.0,77.0,480.0,59.0,61.0,28.38,4.007,480.01666666666665,1,0.0,0.0,0.0
2026-05-05 12:48:56.601.577,0.0,1149.0,3,0,163.0,57.0,164.0,124.0,60.0,52.0,48.0,214.0,37.0,77.0,480.0,59.0,60.0,28.09,4.007,480.01666666666665,1,0.0,0.0,0.0
2026-05-05 12:48:57.101.556,0.0,1145.0,3,0,163.0,58.0,164.0,123.0,60.0,52.0,48.0,214.0,37.0,77.0,480.0,59.0,60.0,28.09,4.007,480.03333333333336,1,0.0,0.0,0.0
2026-05-05 12:48:57.606.564,0.0,1149.0,3,0,163.0,56.0,164.0,124.0,60.0,52.0,48.0,213.0,37.0,77.0,480.0,59.0,61.0,28.27,4.007,480.03333333333336,1,0.0,0.0,0.0
2026-05-05 12:48:58.106.552,0.0,1151.0,3,0,163.0,60.0,164.0,124.0,60.0,52.0,48.0,213.0,37.0,77.0,480.0,59.0,60.0,28.27,4.007,480.05,1,0.0,0.0,0.0
2026-05-05 12:48:58.606.529,0.0,1149.0,3,0,163.0,57.0,164.0,123.0,60.0,52.0,48.0,214.0,37.0,77.0,480.0,59.0,60.0,28.27,4.007,480.05,1,0.0,0.0,0.0
2026-05-05 12:48:59.106.867,0.0,1151.0,3,0,162.0,61.0,163.0,123.0,60.0,52.0,48.0,214.0,37.0,77.0,480.0,59.0,60.0,28.330000000000002,4.007,480.05,1,0.0,0.0,0.0
2026-05-05 12:48:59.606.508,0.0,1150.0,3,0,162.0,61.0,163.0,123.0,60.0,52.0,48.0,214.0,37.0,77.0,480.0,59.0,60.0,28.330000000000002,4.007,480.06666666666666,1,0.0,0.0,0.0
2026-05-05 12:49:00.106.495,0.0,1151.0,3,0,162.0,60.0,163.0,123.0,60.0,52.0,48.0,214.0,37.0,77.0,480.0,59.0,60.0,28.44,4.007,480.0833333333333,1,0.0,0.0,0.0
2026-05-05 12:49:00.606.486,0.0,1151.0,3,0,162.0,60.0,163.0,123.0,60.0,52.0,48.0,214.0,37.0,77.0,480.0,59.0,60.0,28.44,4.007,480.0833333333333,1,0.0,0.0,0.0
2026-05-05 12:49:01.106.481,0.0,1149.0,3,0,162.0,61.0,163.0,123.0,60.0,52.0,48.0,213.0,37.0,77.0,484.0,59.0,60.0,28.3,4.007,480.1,1,0.0,0.0,0.0
2026-05-05 12:49:01.606.472,0.0,1226.0,3,0,162.0,66.0,163.0,124.0,60.0,52.0,48.0,213.0,37.0,77.0,484.0,59.0,60.0,28.3,4.007,480.1,1,0.0,0.0,0.0
2026-05-05 12:49:02.106.452,0.0,1236.0,3,0,162.0,59.0,163.0,123.0,60.0,52.0,48.0,214.0,37.0,77.0,488.0,59.0,60.0,28.26,4.007,480.1166666666667,1,0.0,0.0,0.0
2026-05-05 12:49:02.606.442,0.0,1247.0,3,0,161.0,49.0,163.0,123.0,60.0,52.0,48.0,214.0,37.0,77.0,492.0,59.0,60.0,28.26,4.007,480.1166666666667,1,0.0,0.0,0.0
2026-05-05 12:49:03.106.421,0.0,1251.0,3,0,162.0,49.0,163.0,123.0,60.0,52.0,48.0,215.0,37.0,77.0,492.0,59.0,60.0,28.37,4.007,480.1333333333333,1,0.0,0.0,0.0
2026-05-05 12:49:03.606.421,0.0,1248.0,3,0,162.0,52.0,163.0,123.0,60.0,52.0,48.0,215.0,37.0,77.0,492.0,59.0,61.0,28.37,4.007,480.1333333333333,1,0.0,0.0,0.0
2026-05-05 12:49:04.106.402,0.0,1252.0,3,0,161.0,48.0,163.0,123.0,59.0,52.0,48.0,215.0,37.0,77.0,492.0,59.0,60.0,28.22,4.007,480.15,1,0.0,0.0,0.0
2026-05-05 12:49:04.606.409,0.0,1322.0,3,0,161.0,53.0,162.0,124.0,59.0,52.0,48.0,215.0,37.0,77.0,492.0,59.0,61.0,28.22,4.007,480.15,1,0.0,0.0,0.0
2026-05-05 12:49:05.106.396,0.5,1354.0,3,0,161.0,55.0,162.0,124.0,59.0,52.0,48.0,216.0,37.0,78.0,496.0,59.0,61.0,28.28,4.007,480.1666666666667,1,0.0,0.0,0.0
2026-05-05 12:49:05.606.397,0.2,1356.0,3,0,161.0,48.0,162.0,124.0,59.0,52.0,48.0,216.0,37.0,78.0,496.0,59.0,61.0,28.28,4.007,480.1666666666667,1,0.0,0.0,0.0
2026-05-05 12:49:06.106.373,0.1,1357.0,3,0,161.0,47.0,162.0,124.0,59.0,52.0,48.0,218.0,37.0,78.0,496.0,59.0,61.0,28.400000000000002,4.007,480.18333333333334,1,0.0,0.0,0.0
2026-05-05 12:49:06.606.369,0.1,1360.0,3,0,161.0,47.0,162.0,124.0,59.0,52.0,48.0,218.0,37.0,78.0,496.0,59.0,60.0,28.400000000000002,4.007,480.18333333333334,1,0.0,0.0,0.0
2026-05-05 12:49:07.106.352,0.1,1360.0,3,0,160.0,45.0,162.0,124.0,59.0,52.0,48.0,218.0,37.0,77.0,500.0,59.0,61.0,28.36,4.007,480.2,1,0.0,0.0,0.0
2026-05-05 12:49:07.606.339,0.1,1358.0,3,0,161.0,49.0,162.0,124.0,59.0,52.0,48.0,218.0,37.0,78.0,500.0,59.0,61.0,28.36,4.007,480.2,1,0.0,0.0,0.0
2026-05-05 12:49:08.106.328,0.1,1371.0,3,0,160.0,46.0,161.0,123.0,59.0,52.0,48.0,219.0,37.0,78.0,500.0,59.0,61.0,28.28,4.007,480.21666666666664,1,0.0,0.0,0.0
2026-05-05 12:49:08.606.335,0.1,1365.0,3,0,160.0,49.0,162.0,124.0,59.0,52.0,48.0,219.0,37.0,78.0,500.0,59.0,61.0,28.28,4.007,480.21666666666664,1,0.0,0.0,0.0
2026-05-05 12:49:09.106.312,0.1,1369.0,3,0,160.0,47.0,161.0,124.0,59.0,52.0,48.0,219.0,37.0,76.0,500.0,60.0,61.0,28.150000000000002,4.007,480.23333333333335,1,0.0,0.0,0.0
2026-05-05 12:49:09.606.303,0.1,1361.0,3,0,160.0,47.0,161.0,124.0,59.0,52.0,48.0,219.0,37.0,78.0,500.0,59.0,61.0,28.150000000000002,4.007,480.23333333333335,1,0.0,0.0,0.0
2026-05-05 12:49:10.106.291,0.1,1364.0,3,0,160.0,46.0,161.0,124.0,59.0,52.0,48.0,219.0,37.0,78.0,500.0,59.0,60.0,28.150000000000002,4.007,480.25,1,0.0,0.0,0.0
2026-05-05 12:49:10.606.282,0.1,1362.0,3,0,160.0,48.0,161.0,124.0,59.0,52.0,48.0,219.0,37.0,77.0,500.0,59.0,61.0,28.27,4.008,480.25,1,0.0,0.0,0.0
2026-05-05 12:49:11.106.277,0.1,1366.0,3,0,160.0,45.0,161.0,123.0,59.0,52.0,48.0,219.0,37.0,78.0,500.0,59.0,60.0,28.27,4.008,480.26666666666665,1,0.0,0.0,0.0
2026-05-05 12:49:11.606.268,0.1,1368.0,3,0,160.0,43.0,161.0,124.0,59.0,52.0,48.0,219.0,37.0,77.0,500.0,59.0,60.0,28.23,4.008,480.26666666666665,1,0.0,0.0,0.0
2026-05-05 12:49:12.106.762,0.1,1368.0,3,0,160.0,45.0,161.0,123.0,59.0,52.0,48.0,219.0,37.0,78.0,500.0,59.0,61.0,28.23,4.008,480.28333333333336,1,0.0,0.0,0.0
2026-05-05 12:49:12.606.236,0.1,1364.0,3,0,160.0,46.0,161.0,123.0,59.0,52.0,48.0,219.0,37.0,77.0,500.0,59.0,61.0,28.310000000000002,4.008,480.28333333333336,1,0.0,0.0,0.0
2026-05-05 12:49:13.106.223,0.1,1364.0,3,0,159.0,47.0,161.0,123.0,59.0,52.0,48.0,219.0,37.0,77.0,500.0,59.0,61.0,28.310000000000002,4.008,480.3,1,0.0,0.0,0.0
2026-05-05 12:49:13.606.224,0.1,1450.0,3,0,159.0,50.0,160.0,123.0,59.0,52.0,48.0,220.0,37.0,78.0,500.0,59.0,61.0,28.23,4.008,480.3,1,0.0,0.0,0.0
2026-05-05 12:49:14.106.203,0.1,1442.0,3,0,159.0,53.0,160.0,123.0,59.0,52.0,48.0,220.0,37.0,77.0,500.0,59.0,61.0,28.23,4.009,480.31666666666666,1,0.0,0.0,0.0
2026-05-05 12:49:14.606.205,0.1,1454.0,3,0,159.0,48.0,160.0,123.0,59.0,52.0,48.0,219.0,37.0,78.0,504.0,59.0,59.0,27.88,4.009,480.31666666666666,1,0.0,0.0,0.0
2026-05-05 12:49:15.106.184,0.2,1455.0,3,0,159.0,49.0,160.0,123.0,59.0,52.0,48.0,219.0,37.0,77.0,504.0,59.0,60.0,27.88,4.009,480.31666666666666,1,0.0,0.0,0.0
2026-05-05 12:49:15.606.183,0.2,1449.0,3,0,159.0,48.0,160.0,124.0,59.0,52.0,48.0,221.0,37.0,77.0,504.0,59.0,61.0,27.73,4.009,480.3333333333333,1,0.0,0.0,0.0
2026-05-05 12:49:16.106.164,0.2,1459.0,3,0,159.0,46.0,160.0,123.0,59.0,52.0,48.0,221.0,37.0,77.0,504.0,59.0,59.0,27.73,4.009,480.35,1,0.0,0.0,0.0
2026-05-05 12:49:16.606.178,0.30000000000000004,1537.0,3,0,159.0,56.0,160.0,124.0,59.0,52.0,48.0,222.0,37.0,78.0,508.0,59.0,60.0,27.830000000000002,4.009,480.35,1,0.0,0.0,0.0
2026-05-05 12:49:17.106.164,0.30000000000000004,1556.0,3,0,159.0,51.0,160.0,124.0,59.0,52.0,48.0,222.0,37.0,78.0,512.0,59.0,61.0,27.830000000000002,4.009,480.3666666666667,1,0.0,0.0,0.0
