时间标识,帧ID,数据
2026-05-05 12:51:42.127.080,18f184a0,fe 00 34 00 32 00 3e 00
2026-05-05 12:51:42.127.653,18f185a0,0c 10 00 00 27 71 00 00
2026-05-05 12:51:42.128.217,18f186a0,02 01 01 01 01 00 3a 3d
2026-05-05 12:51:42.625.378,18f181a0,00 04 00 25 4e 18 00 00
2026-05-05 12:51:42.625.946,18f182a0,9a 00 37 00 9b 00 7c 00
2026-05-05 12:51:42.626.507,18f183a0,e4 0a 08 00 a9 06 fc 01
2026-05-05 12:51:42.627.068,18f184a0,fe 00 34 00 32 00 3e 00
2026-05-05 12:51:42.627.640,18f185a0,0c 10 00 00 27 71 00 00
2026-05-05 12:51:42.628.205,18f186a0,02 01 01 01 01 00 39 3b
2026-05-05 12:51:43.125.367,18f181a0,00 04 00 25 4e 18 00 00
2026-05-05 12:51:43.125.935,18f182a0,9a 00 3a 00 9b 00 7c 00
2026-05-05 12:51:43.126.496,18f183a0,e8 0a 08 00 9f 06 fc 01
2026-05-05 12:51:43.127.061,18f184a0,fa 00 34 00 32 00 3e 00
2026-05-05 12:51:43.127.629,18f185a0,0c 10 00 00 28 71 00 00
2026-05-05 12:51:43.128.194,18f186a0,02 01 01 01 01 00 3a 3c
2026-05-05 12:51:43.630.355,18f181a0,00 04 00 25 4e 18 00 00
2026-05-05 12:51:43.630.923,18f182a0,9a 00 2e 00 9b 00 7c 00
2026-05-05 12:51:43.631.484,18f183a0,e8 0a 08 00 4c 06 fc 01
2026-05-05 12:51:43.632.053,18f184a0,fa 00 34 00 32 00 3e 00
2026-05-05 12:51:43.632.621,18f185a0,0c 10 00 00 28 71 00 00
2026-05-05 12:51:43.633.186,18f186a0,02 01 01 01 01 00 3a 3d
2026-05-05 12:51:44.130.345,18f181a0,00 04 00 25 4e 18 00 00
2026-05-05 12:51:44.130.914,18f182a0,9a 00 2d 00 9b 00 7d 00
2026-05-05 12:51:44.131.474,18f183a0,dc 0a 07 00 49 06 f8 01
2026-05-05 12:51:44.132.039,18f184a0,f5 00 34 00 32 00 3e 00
2026-05-05 12:51:44.132.604,18f185a0,0c 10 00 00 29 71 00 00
2026-05-05 12:51:44.133.168,18f186a0,02 01 01 01 01 00 3a 3c
2026-05-05 12:51:44.630.335,18f181a0,00 04 00 25 4e 18 00 00
2026-05-05 12:51:44.630.903,18f182a0,99 00 2f 00 9b 00 7c 00
2026-05-05 12:51:44.631.468,18f183a0,dc 0a 06 00 0b 06 f8 01
2026-05-05 12:51:44.632.033,18f184a0,f5 00 34 00 32 00 3e 00
2026-05-05 12:51:44.632.597,18f185a0,0c 10 00 00 29 71 00 00
2026-05-05 12:51:44.633.162,18f186a0,02 01 01 01 01 00 3a 3c
2026-05-05 12:51:45.130.324,18f181a0,00 04 00 25 4e 18 00 00
2026-05-05 12:51:45.130.893,18f182a0,9a 00 25 00 9b 00 7b 00
2026-05-05 12:51:45.131.450,18f183a0,e4 0a 06 00 9f 05 f4 01
2026-05-05 12:51:45.132.014,18f184a0,eb 00 34 00 32 00 3e 00
2026-05-05 12:51:45.132.579,18f185a0,0c 10 00 00 2a 71 00 00
2026-05-05 12:51:45.133.144,18f186a0,02 01 01 01 01 00 3c 3c
2026-05-05 12:51:45.630.315,18f181a0,00 04 00 25 4e 18 00 00
2026-05-05 12:51:45.630.884,18f182a0,99 00 28 00 9b 00 7b 00
2026-05-05 12:51:45.631.441,18f183a0,e4 0a 05 00 79 05 f0 01
2026-05-05 12:51:45.632.009,18f184a0,eb 00 34 00 32 00 3e 00
2026-05-05 12:51:45.632.574,18f185a0,0e 10 00 00 2a 71 00 00
2026-05-05 12:51:45.633.139,18f186a0,02 01 01 01 01 00 3a 3c
2026-05-05 12:51:46.130.306,18f181a0,00 04 00 25 4e 18 00 00
2026-05-05 12:51:46.130.875,18f182a0,99 00 29 00 9a 00 7b 00
2026-05-05 12:51:46.131.436,18f183a0,c9 0a 04 00 4d 05 ec 01
2026-05-05 12:51:46.131.988,18f184a0,df 00 35 00 32 00 3f 00
2026-05-05 12:51:46.132.557,18f185a0,0e 10 00 00 2b 71 00 00
2026-05-05 12:51:46.133.122,18f186a0,02 01 01 01 01 00 3a 3c
2026-05-05 12:51:46.630.295,18f181a0,00 04 00 25 4e 18 00 00
2026-05-05 12:51:46.630.863,18f182a0,99 00 28 00 9a 00 7b 00
2026-05-05 12:51:46.631.432,18f183a0,c9 0a 03 00 1f 05 e8 01
2026-05-05 12:51:46.631.993,18f184a0,df 00 35 00 32 00 3f 00
2026-05-05 12:51:46.632.561,18f185a0,0e 10 00 00 2b 71 00 00
2026-05-05 12:51:46.633.126,18f186a0,02 01 01 01 01 00 3a 3b
2026-05-05 12:51:47.130.286,18f181a0,00 04 00 25 4e 18 00 00
2026-05-05 12:51:47.130.855,18f182a0,99 00 2d 00 9b 00 7c 00
2026-05-05 12:51:47.131.416,18f183a0,f7 0a 02 00 f8 04 e4 01
2026-05-05 12:51:47.131.972,18f184a0,dc 00 35 00 31 00 3f 00
2026-05-05 12:51:47.132.541,18f185a0,0e 10 00 00 2c 71 00 00
2026-05-05 12:51:47.133.102,18f186a0,02 01 01 01 01 00 3b 3c
2026-05-05 12:51:47.630.274,18f181a0,00 04 00 25 4e 18 00 00
2026-05-05 12:51:47.630.842,18f182a0,99 00 30 00 9a 00 7c 00
2026-05-05 12:51:47.631.411,18f183a0,f7 0a 01 00 b6 04 e4 01
2026-05-05 12:51:47.631.959,18f184a0,dc 00 35 00 31 00 3f 00
2026-05-05 12:51:47.632.528,18f185a0,0e 10 00 00 2c 71 00 00
2026-05-05 12:51:47.633.089,18f186a0,02 01 01 01 01 00 3a 3c
2026-05-05 12:51:48.130.266,18f181a0,00 04 00 25 4e 18 00 00
2026-05-05 12:51:48.130.834,18f182a0,99 00 2e 00 9a 00 7b 00
2026-05-05 12:51:48.131.395,18f183a0,11 0b 01 00 89 04 d8 01
2026-05-05 12:51:48.131.952,18f184a0,d9 00 35 00 31 00 3f 00
2026-05-05 12:51:48.132.520,18f185a0,0e 10 00 00 2d 71 00 00
2026-05-05 12:51:48.133.081,18f186a0,02 01 01 01 01 00 3d 3b
2026-05-05 12:51:48.630.253,18f181a0,00 04 00 25 4e 18 00 00
2026-05-05 12:51:48.630.821,18f182a0,99 00 32 00 9a 00 7b 00
2026-05-05 12:51:48.631.386,18f183a0,11 0b 00 00 54 04 c8 01
2026-05-05 12:51:48.631.951,18f184a0,d9 00 35 00 31 00 3f 00
2026-05-05 12:51:48.632.519,18f185a0,0e 10 00 00 2d 71 00 00
2026-05-05 12:51:48.633.080,18f186a0,02 01 01 01 01 00 3c 3c
2026-05-05 12:51:49.130.243,18f181a0,00 04 00 25 4e 18 00 00
2026-05-05 12:51:49.130.812,18f182a0,99 00 2c 00 9a 00 7b 00
2026-05-05 12:51:49.131.384,18f183a0,0c 0b 00 00 e8 03 ac 01
2026-05-05 12:51:49.131.945,18f184a0,d8 00 35 00 31 00 3f 00
2026-05-05 12:51:49.132.862,18f185a0,0e 10 00 00 2e 71 00 00
2026-05-05 12:51:49.133.423,18f186a0,02 01 01 01 01 00 3b 3c
2026-05-05 12:51:49.630.235,18f181a0,00 04 00 25 4e 18 00 00
2026-05-05 12:51:49.630.803,18f182a0,99 00 1e 00 9a 00 7b 00
2026-05-05 12:51:49.631.364,18f183a0,0c 0b 00 00 68 03 80 01
2026-05-05 12:51:49.631.929,18f184a0,d8 00 35 00 31 00 3f 00
2026-05-05 12:51:49.632.493,18f185a0,0e 10 00 00 2e 71 00 00
2026-05-05 12:51:49.633.054,18f186a0,02 01 01 01 01 00 3a 3b
2026-05-05 12:51:50.130.223,18f181a0,00 04 00 25 4e 18 00 00
2026-05-05 12:51:50.130.792,18f182a0,99 00 1a 00 9a 00 7b 00
2026-05-05 12:51:50.131.352,18f183a0,df 0a 00 00 36 03 4c 01
2026-05-05 12:51:50.131.913,18f184a0,d5 00 35 00 31 00 3f 00
2026-05-05 12:51:50.132.474,18f185a0,0e 10 00 00 2f 71 00 00
2026-05-05 12:51:50.133.038,18f186a0,02 01 01 01 01 00 3c 3c
2026-05-05 12:51:50.630.215,18f181a0,00 04 00 25 4e 18 00 00
2026-05-05 12:51:50.630.783,18f182a0,99 00 1a 00 9a 00 7b 00
2026-05-05 12:51:50.631.344,18f183a0,df 0a 00 00 31 03 30 01
2026-05-05 12:51:50.631.913,18f184a0,d5 00 35 00 31 00 3f 00
2026-05-05 12:51:50.632.473,18f185a0,0e 10 00 00 2f 71 00 00
2026-05-05 12:51:50.633.038,18f186a0,02 01 01 01 01 00 3b 3c
2026-05-05 12:51:51.130.204,18f181a0,00 04 00 25 4e 18 00 00
2026-05-05 12:51:51.130.773,18f182a0,99 00 1a 00 9a 00 7b 00
2026-05-05 12:51:51.131.333,18f183a0,df 0a 00 00 27 03 20 01
2026-05-05 12:51:51.131.898,18f184a0,d5 00 35 00 31 00 3f 00
2026-05-05 12:51:51.132.458,18f185a0,0e 10 00 00 30 71 00 00
2026-05-05 12:51:51.133.023,18f186a0,02 01 01 01 01 00 3b 3b
2026-05-05 12:51:51.630.191,18f181a0,00 04 00 25 4e 18 00 00
2026-05-05 12:51:51.630.760,18f182a0,99 00 1a 00 9a 00 7b 00
2026-05-05 12:51:51.631.320,18f183a0,d6 0a 00 00 1f 03 1c 01
2026-05-05 12:51:51.631.889,18f184a0,d4 00 35 00 31 00 3f 00
2026-05-05 12:51:51.632.449,18f185a0,0e 10 00 00 30 71 00 00
2026-05-05 12:51:51.633.014,18f186a0,02 01 01 01 01 00 3b 3b
2026-05-05 12:51:52.130.182,18f181a0,00 04 00 25 4e 17 00 00
2026-05-05 12:51:52.130.747,18f182a0,98 00 1a 00 9a 00 7b 00
2026-05-05 12:51:52.131.311,18f183a0,ce 0a 00 00 1d 03 18 01
2026-05-05 12:51:52.131.876,18f184a0,d3 00 35 00 31 00 3f 00
2026-05-05 12:51:52.132.444,18f185a0,0e 10 00 00 31 71 00 00
2026-05-05 12:51:52.133.005,18f186a0,02 01 01 01 01 00 3b 3b
2026-05-05 12:51:52.630.174,18f181a0,00 04 00 25 4e 18 00 00
2026-05-05 12:51:52.630.743,18f182a0,99 00 1a 00 9a 00 7b 00
2026-05-05 12:51:52.631.303,18f183a0,ce 0a 00 00 1d 03 14 01
2026-05-05 12:51:52.631.864,18f184a0,d3 00 35 00 31 00 3f 00
2026-05-05 12:51:52.632.433,18f185a0,0e 10 00 00 31 71 00 00
2026-05-05 12:51:52.632.993,18f186a0,02 01 01 01 01 00 3a 3b
2026-05-05 12:51:53.130.163,18f181a0,00 04 00 25 4e 18 00 00
2026-05-05 12:51:53.130.731,18f182a0,98 00 1a 00 9a 00 7b 00
2026-05-05 12:51:53.131.296,18f183a0,ce 0a 00 00 1e 03 14 01
2026-05-05 12:51:53.131.864,18f184a0,d3 00 35 00 31 00 3f 00
2026-05-05 12:51:53.132.433,18f185a0,0e 10 00 00 32 71 00 00
2026-05-05 12:51:53.132.998,18f186a0,02 01 01 01 01 00 3b 3b
2026-05-05 12:51:53.630.151,18f181a0,00 04 00 25 4e 18 00 00
2026-05-05 12:51:53.630.719,18f182a0,98 00 1a 00 9a 00 7b 00
2026-05-05 12:51:53.631.284,18f183a0,d7 0a 00 00 1c 03 14 01
2026-05-05 12:51:53.631.844,18f184a0,d3 00 35 00 31 00 3f 00
2026-05-05 12:51:53.632.413,18f185a0,0e 10 00 00 32 71 00 00
2026-05-05 12:51:53.632.977,18f186a0,02 01 01 01 01 00 3b 3b
2026-05-05 12:51:54.130.141,18f181a0,00 01 00 25 4e 18 00 00
2026-05-05 12:51:54.130.709,18f182a0,99 00 1a 00 9a 00 7b 00
2026-05-05 12:51:54.131.270,18f183a0,d7 0a 00 00 1c 03 14 01
2026-05-05 12:51:54.131.831,18f184a0,d3 00 35 00 31 00 3f 00
2026-05-05 12:51:54.132.399,18f185a0,0e 10 00 00 33 71 00 00
2026-05-05 12:51:54.132.960,18f186a0,02 01 01 01 01 00 3b 3b
2026-05-05 12:51:54.630.132,18f181a0,00 01 00 25 4e 17 00 00
2026-05-05 12:51:54.630.700,18f182a0,04 00 1a 00 99 00 80 00
2026-05-05 12:51:54.631.269,18f183a0,c0 0a 00 00 1d 03 14 01
2026-05-05 12:51:54.631.833,18f184a0,d4 00 35 00 31 00 3f 00
2026-05-05 12:51:54.632.394,18f185a0,0e 10 00 00 33 71 00 00
2026-05-05 12:51:54.632.955,18f186a0,02 01 01 01 01 00 3b 3b
2026-05-05 12:51:55.130.122,18f181a0,00 01 00 25 4e 17 00 00
2026-05-05 12:51:55.130.690,18f182a0,03 00 1a 00 99 00 7d 00
2026-05-05 12:51:55.131.259,18f183a0,c0 0a 00 00 1c 03 14 01
2026-05-05 12:51:55.131.827,18f184a0,d4 00 35 00 31 00 3f 00
2026-05-05 12:51:55.132.388,18f185a0,0e 10 00 00 34 71 00 00
2026-05-05 12:51:55.132.948,18f186a0,02 01 01 01 01 00 3c 3b
2026-05-05 12:51:55.630.112,18f181a0,00 01 00 25 4e 18 00 00
2026-05-05 12:51:55.630.680,18f182a0,04 00 1a 00 99 00 7c 00
2026-05-05 12:51:55.631.249,18f183a0,1a 0b 00 00 1a 03 14 01
2026-05-05 12:51:55.631.813,18f184a0,d3 00 35 00 31 00 3f 00
2026-05-05 12:51:55.632.382,18f185a0,0e 10 00 00 34 71 00 00
2026-05-05 12:51:55.632.943,18f186a0,02 01 01 01 01 00 3b 3c
2026-05-05 12:51:56.130.103,18f181a0,00 03 00 25 4e 17 00 00
2026-05-05 12:51:56.130.667,18f182a0,03 00 1a 00 96 00 7b 00
2026-05-05 12:51:56.131.232,18f183a0,1a 0b 00 00 32 03 14 01
2026-05-05 12:51:56.131.800,18f184a0,d3 00 35 00 31 00 3f 00
2026-05-05 12:51:56.132.369,18f185a0,0e 10 00 00 35 71 00 00
2026-05-05 12:51:56.132.930,18f186a0,02 01 01 01 01 00 3b 3b
2026-05-05 12:51:56.630.093,18f181a0,00 03 00 25 4e 18 00 00
2026-05-05 12:51:56.630.662,18f182a0,4e 00 1a 00 87 00 7b 00
2026-05-05 12:51:56.631.218,18f183a0,31 0b 00 00 7b 03 28 01
2026-05-05 12:51:56.631.779,18f184a0,d3 00 35 00 31 00 3f 00
2026-05-05 12:51:56.632.348,18f185a0,0e 10 00 00 35 71 00 00
2026-05-05 12:51:56.632.908,18f186a0,02 01 01 01 01 00 3b 3b
2026-05-05 12:51:57.130.081,18f181a0,00 03 00 25 4e 18 00 00
2026-05-05 12:51:57.130.649,18f182a0,52 00 1a 00 82 00 7a 00
2026-05-05 12:51:57.131.218,18f183a0,31 0b 00 00 f2 03 44 01
2026-05-05 12:51:57.131.775,18f184a0,d3 00 35 00 31 00 40 00
2026-05-05 12:51:57.132.335,18f185a0,0e 10 00 00 36 71 00 00
2026-05-05 12:51:57.132.896,18f186a0,02 01 01 01 01 00 3b 3c
2026-05-05 12:51:57.630.073,18f181a0,00 03 00 25 4e 18 00 00
2026-05-05 12:51:57.630.642,18f182a0,56 00 1a 00 7d 00 78 00
2026-05-05 12:51:57.631.210,18f183a0,1a 0b 00 00 06 04 68 01
2026-05-05 12:51:57.631.783,18f184a0,d6 00 35 00 31 00 40 00
2026-05-05 12:51:57.632.343,18f185a0,0e 10 00 00 36 71 00 00
2026-05-05 12:51:57.632.904,18f186a0,02 01 01 01 01 00 3a 3b
2026-05-05 12:51:58.130.063,18f181a0,00 03 00 25 4e 18 00 00
2026-05-05 12:51:58.130.631,18f182a0,59 00 1a 00 7a 00 75 00
2026-05-05 12:51:58.131.200,18f183a0,1a 0b 00 00 0f 04 7c 01
2026-05-05 12:51:58.131.781,18f184a0,d6 00 35 00 31 00 40 00
2026-05-05 12:51:58.132.341,18f185a0,0e 10 00 00 37 71 00 00
2026-05-05 12:51:58.132.902,18f186a0,02 01 01 01 01 00 3b 3b
2026-05-05 12:51:58.630.062,18f181a0,00 03 00 25 4e 18 00 00
2026-05-05 12:51:58.630.631,18f182a0,5c 00 1a 00 77 00 73 00
2026-05-05 12:51:58.631.192,18f183a0,13 0b 00 00 12 04 84 01
2026-05-05 12:51:58.631.752,18f184a0,d9 00 35 00 31 00 40 00
2026-05-05 12:51:58.632.313,18f185a0,0e 10 00 00 37 71 00 00
2026-05-05 12:51:58.632.873,18f186a0,02 01 01 01 01 00 3b 3c
2026-05-05 12:51:59.130.041,18f181a0,00 03 00 25 4e 18 00 00
2026-05-05 12:51:59.130.609,18f182a0,5f 00 1a 00 77 00 74 00
2026-05-05 12:51:59.131.178,18f183a0,13 0b 00 00 b3 03 88 01
2026-05-05 12:51:59.131.739,18f184a0,d9 00 35 00 31 00 40 00
2026-05-05 12:51:59.132.299,18f185a0,0e 10 00 00 38 71 00 00
2026-05-05 12:51:59.132.860,18f186a0,02 01 01 01 01 00 3c 3c
2026-05-05 12:51:59.630.030,18f181a0,00 03 00 25 4e 18 00 00
2026-05-05 12:51:59.630.598,18f182a0,62 00 1a 00 77 00 73 00
2026-05-05 12:51:59.631.155,18f183a0,fc 0a 00 00 c2 03 70 01
2026-05-05 12:51:59.631.724,18f184a0,da 00 35 00 31 00 40 00
2026-05-05 12:51:59.632.288,18f185a0,0e 10 00 00 38 71 00 00
2026-05-05 12:51:59.632.849,18f186a0,02 01 01 01 01 00 3b 3b
2026-05-05 12:52:00.130.021,18f181a0,00 03 00 25 4e 18 00 00
2026-05-05 12:52:00.130.589,18f182a0,64 00 1a 00 76 00 74 00
2026-05-05 12:52:00.131.158,18f183a0,fc 0a 00 00 d9 03 68 01
2026-05-05 12:52:00.131.723,18f184a0,da 00 35 00 31 00 40 00
2026-05-05 12:52:00.132.287,18f185a0,0e 10 00 00 39 71 00 00
2026-05-05 12:52:00.132.852,18f186a0,02 01 01 01 01 00 3b 3b
2026-05-05 12:52:00.630.010,18f181a0,00 03 00 25 4e 18 00 00
2026-05-05 12:52:00.630.578,18f182a0,67 00 1a 00 77 00 75 00
2026-05-05 12:52:00.631.143,18f183a0,fd 0a 00 00 eb 03 6c 01
2026-05-05 12:52:00.631.700,18f184a0,db 00 35 00 31 00 40 00
2026-05-05 12:52:00.632.256,18f185a0,0e 10 00 00 39 71 00 00
2026-05-05 12:52:00.632.821,18f186a0,02 01 01 01 01 00 3b 3b
2026-05-05 12:52:01.129.999,18f181a0,00 03 00 25 4e 18 00 00
2026-05-05 12:52:01.130.568,18f182a0,69 00 1a 00 78 00 76 00
2026-05-05 12:52:01.131.137,18f183a0,fd 0a 00 00 f0 03 74 01
2026-05-05 12:52:01.131.697,18f184a0,db 00 35 00 31 00 40 00
2026-05-05 12:52:01.132.254,18f185a0,0e 10 00 00 3a 71 00 00
2026-05-05 12:52:01.132.819,18f186a0,02 01 01 01 01 00 3b 3b
2026-05-05 12:52:01.629.989,18f181a0,00 03 00 25 4e 18 00 00
2026-05-05 12:52:01.630.558,18f182a0,6b 00 1a 00 78 00 77 00
2026-05-05 12:52:01.631.130,18f183a0,f4 0a 00 00 fc 03 78 01
2026-05-05 12:52:01.631.699,18f184a0,dc 00 35 00 31 00 40 00
2026-05-05 12:52:01.632.260,18f185a0,0e 10 00 00 3a 71 00 00
2026-05-05 12:52:01.632.824,18f186a0,02 01 01 01 01 00 3b 3b
2026-05-05 12:52:02.129.980,18f181a0,00 03 00 25 4e 18 00 00
2026-05-05 12:52:02.130.548,18f182a0,6d 00 1a 00 7a 00 78 00
2026-05-05 12:52:02.131.121,18f183a0,f4 0a 00 00 00 04 7c 01
2026-05-05 12:52:02.132.209,18f184a0,dc 00 35 00 31 00 40 00
2026-05-05 12:52:02.132.770,18f185a0,0e 10 00 00 3b 71 00 00
2026-05-05 12:52:02.133.335,18f186a0,02 01 01 01 01 00 3b 3c
2026-05-05 12:52:02.629.970,18f181a0,00 03 00 25 4e 18 00 00
2026-05-05 12:52:02.630.538,18f182a0,6f 00 1a 00 7b 00 79 00
2026-05-05 12:52:02.631.099,18f183a0,00 0b 00 00 ff 03 80 01
2026-05-05 12:52:02.631.672,18f184a0,dd 00 35 00 31 00 40 00
2026-05-05 12:52:02.632.232,18f185a0,0e 10 00 00 3b 71 00 00
2026-05-05 12:52:02.632.797,18f186a0,02 01 01 01 01 00 3c 3b
2026-05-05 12:52:03.129.958,18f181a0,00 03 00 25 4e 18 00 00
2026-05-05 12:52:03.130.527,18f182a0,71 00 1a 00 7c 00 7a 00
2026-05-05 12:52:03.131.104,18f183a0,00 0b 00 00 03 04 80 01
2026-05-05 12:52:03.131.680,18f184a0,dd 00 35 00 31 00 40 00
2026-05-05 12:52:03.132.241,18f185a0,0e 10 00 00 3c 71 00 00
2026-05-05 12:52:03.132.801,18f186a0,02 01 01 01 01 00 3b 3b
2026-05-05 12:52:03.629.949,18f181a0,00 03 00 25 4e 18 00 00
2026-05-05 12:52:03.630.518,18f182a0,73 00 1a 00 7d 00 7b 00
2026-05-05 12:52:03.631.078,18f183a0,0a 0b 00 00 1f 04 80 01
2026-05-05 12:52:03.631.647,18f184a0,dd 00 35 00 31 00 40 00
2026-05-05 12:52:03.632.208,18f185a0,0e 10 00 00 3c 71 00 00
2026-05-05 12:52:03.632.768,18f186a0,02 01 01 01 01 00 3b 3c
2026-05-05 12:52:04.129.939,18f181a0,00 03 00 25 4e 18 00 00
2026-05-05 12:52:04.130.507,18f182a0,75 00 1b 00 7f 00 7b 00
2026-05-05 12:52:04.131.064,18f183a0,0a 0b 00 00 65 04 90 01
2026-05-05 12:52:04.131.629,18f184a0,dd 00 35 00 31 00 40 00
2026-05-05 12:52:04.132.189,18f185a0,0e 10 00 00 3d 71 00 00
2026-05-05 12:52:04.132.754,18f186a0,02 01 01 01 01 00 3b 3c
2026-05-05 12:52:04.629.931,18f181a0,00 03 00 25 4e 18 00 00
2026-05-05 12:52:04.630.499,18f182a0,78 00 22 00 81 00 7b 00
2026-05-05 12:52:04.631.056,18f183a0,0a 0b 00 00 67 04 a4 01
2026-05-05 12:52:04.631.620,18f184a0,dd 00 35 00 31 00 40 00
2026-05-05 12:52:04.632.181,18f185a0,0e 10 00 00 3d 71 00 00
2026-05-05 12:52:04.632.746,18f186a0,02 01 01 01 01 00 3b 3b
2026-05-05 12:52:05.129.921,18f181a0,00 03 00 25 4e 18 00 00
2026-05-05 12:52:05.130.489,18f182a0,85 00 2b 00 85 00 7b 00
2026-05-05 12:52:05.131.042,18f183a0,11 0b 00 00 69 04 b0 01
2026-05-05 12:52:05.131.606,18f184a0,de 00 35 00 31 00 40 00
2026-05-05 12:52:05.132.167,18f185a0,0e 10 00 00 3e 71 00 00
2026-05-05 12:52:05.132.739,18f186a0,02 01 01 01 01 00 3b 3c
2026-05-05 12:52:05.629.909,18f181a0,00 03 00 25 4e 18 00 00
2026-05-05 12:52:05.630.477,18f182a0,8a 00 32 00 8a 00 7c 00
2026-05-05 12:52:05.631.042,18f183a0,11 0b 00 00 67 04 b4 01
2026-05-05 12:52:05.631.599,18f184a0,de 00 35 00 31 00 40 00
2026-05-05 12:52:05.632.159,18f185a0,0e 10 00 00 3e 71 00 00
2026-05-05 12:52:05.632.732,18f186a0,02 01 01 01 01 00 3b 3c
2026-05-05 12:52:06.129.900,18f181a0,00 03 00 25 4e 18 00 00
2026-05-05 12:52:06.130.469,18f182a0,8e 00 30 00 8f 00 7c 00
2026-05-05 12:52:06.131.038,18f183a0,05 0b 00 00 7c 04 b4 01
2026-05-05 12:52:06.131.598,18f184a0,df 00 35 00 31 00 40 00
2026-05-05 12:52:06.132.163,18f185a0,0e 10 00 00 3f 71 00 00
2026-05-05 12:52:06.132.732,18f186a0,02 01 01 01 01 00 3b 3c
2026-05-05 12:52:06.629.886,18f181a0,00 03 00 25 4e 18 00 00
2026-05-05 12:52:06.630.455,18f182a0,94 00 37 00 94 00 7c 00
2026-05-05 12:52:06.631.019,18f183a0,05 0b 00 00 bd 04 bc 01
2026-05-05 12:52:06.631.576,18f184a0,df 00 35 00 31 00 40 00
2026-05-05 12:52:06.632.140,18f185a0,0e 10 00 00 3f 71 00 00
2026-05-05 12:52:06.632.709,18f186a0,02 01 01 01 01 00 3b 3c
2026-05-05 12:52:07.129.880,18f181a0,00 03 00 25 4e 18 00 00
2026-05-05 12:52:07.130.448,18f182a0,99 00 33 00 9a 00 7c 00
2026-05-05 12:52:07.131.017,18f183a0,18 0b 00 00 ad 04 d4 01
2026-05-05 12:52:07.131.581,18f184a0,de 00 35 00 31 00 40 00
2026-05-05 12:52:07.132.142,18f185a0,0e 10 00 00 40 71 00 00
2026-05-05 12:52:07.132.711,18f186a0,02 01 01 01 01 00 3b 3c
2026-05-05 12:52:07.629.868,18f181a0,00 03 00 25 4e 18 00 00
2026-05-05 12:52:07.630.436,18f182a0,9f 00 39 00 9f 00 7c 00
2026-05-05 12:52:07.631.009,18f183a0,18 0b 00 00 9d 04 d8 01
2026-05-05 12:52:07.631.573,18f184a0,de 00 35 00 31 00 40 00
2026-05-05 12:52:07.632.134,18f185a0,0e 10 00 00 40 71 00 00
2026-05-05 12:52:07.632.702,18f186a0,02 01 01 01 01 00 3b 3c
2026-05-05 12:52:08.129.857,18f181a0,00 03 00 25 4d 18 00 00
2026-05-05 12:52:08.130.422,18f182a0,a5 00 36 00 a5 00 7c 00
2026-05-05 12:52:08.130.986,18f183a0,0b 0b 00 00 91 04 d4 01
2026-05-05 12:52:08.131.543,18f184a0,dd 00 35 00 31 00 40 00
2026-05-05 12:52:08.132.104,18f185a0,0e 10 00 00 41 71 00 00
2026-05-05 12:52:08.132.672,18f186a0,02 01 01 01 01 00 3b 3c
2026-05-05 12:52:08.629.848,18f181a0,00 03 00 25 4e 18 00 00
2026-05-05 12:52:08.630.417,18f182a0,a7 00 35 00 a7 00 7c 00
2026-05-05 12:52:08.630.981,18f183a0,0b 0b 00 00 8e 04 cc 01
2026-05-05 12:52:08.631.538,18f184a0,dd 00 35 00 31 00 40 00
2026-05-05 12:52:08.632.099,18f185a0,0e 10 00 00 41 71 00 00
2026-05-05 12:52:08.632.667,18f186a0,02 01 01 01 01 00 3b 3c
2026-05-05 12:52:09.129.837,18f181a0,00 03 00 25 4c 18 00 00
2026-05-05 12:52:09.130.406,18f182a0,a6 00 37 00 a7 00 7c 00
2026-05-05 12:52:09.130.966,18f183a0,12 0b 00 00 d0 04 c8 01
2026-05-05 12:52:09.131.531,18f184a0,dd 00 35 00 31 00 40 00
2026-05-05 12:52:09.132.092,18f185a0,0e 10 00 00 42 71 00 00
2026-05-05 12:52:09.132.652,18f186a0,02 01 01 01 01 00 3b 3b
2026-05-05 12:52:09.629.826,18f181a0,00 03 00 25 4f 18 00 00
2026-05-05 12:52:09.630.391,18f182a0,a6 00 39 00 a7 00 7c 00
2026-05-05 12:52:09.630.955,18f183a0,12 0b 00 00 bf 04 d4 01
2026-05-05 12:52:09.631.520,18f184a0,dd 00 35 00 31 00 40 00
2026-05-05 12:52:09.632.081,18f185a0,0e 10 00 00 42 71 00 00
2026-05-05 12:52:09.632.641,18f186a0,02 01 01 01 01 00 3b 3c
2026-05-05 12:52:10.129.817,18f181a0,00 03 00 25 4d 18 00 00
2026-05-05 12:52:10.130.381,18f182a0,a6 00 2b 00 a7 00 7b 00
2026-05-05 12:52:10.130.938,18f183a0,1c 0b 00 00 b7 04 d4 01
2026-05-05 12:52:10.131.498,18f184a0,d9 00 35 00 31 00 40 00
2026-05-05 12:52:10.132.059,18f185a0,0e 10 00 00 43 71 00 00
2026-05-05 12:52:10.132.624,18f186a0,02 01 01 01 01 00 3b 3c
2026-05-05 12:52:10.629.805,18f181a0,00 03 00 25 4d 18 00 00
2026-05-05 12:52:10.630.369,18f182a0,a5 00 34 00 a7 00 7b 00
2026-05-05 12:52:10.630.926,18f183a0,1c 0b 00 00 aa 04 d8 01
