时间标识,帧ID,数据
2026-04-29 08:34:28.732.702,18f181a0,00 04 00 1d 55 1a 00 00
2026-04-29 08:34:28.733.267,18f182a0,a2 00 34 00 a5 00 81 00
2026-04-29 08:34:28.733.831,18f183a0,60 09 07 00 06 06 d8 01
2026-04-29 08:34:28.734.399,18f184a0,1a 00 1d 00 1a 00 2d 00
2026-04-29 08:34:28.734.959,18f185a0,8b 0b 00 00 20 1c 00 00
2026-04-29 08:34:28.735.515,18f186a0,02 01 01 01 01 00 5f 19
2026-04-29 08:34:28.737.208,18f189a0,00 00 00 00 00 00 11 00
2026-04-29 08:34:29.232.693,18f181a0,00 04 00 1d 55 1a 00 00
2026-04-29 08:34:29.233.258,18f182a0,a2 00 36 00 a5 00 81 00
2026-04-29 08:34:29.233.818,18f183a0,60 09 07 00 02 06 dc 01
2026-04-29 08:34:29.234.378,18f184a0,1a 00 1d 00 1a 00 2d 00
2026-04-29 08:34:29.234.938,18f185a0,8c 0b 00 00 20 1c 00 00
2026-04-29 08:34:29.235.995,18f186a0,02 01 01 01 01 00 5f 19
2026-04-29 08:34:29.237.688,18f189a0,00 00 00 00 00 00 11 00
2026-04-29 08:34:29.732.688,18f181a0,00 04 00 1d 55 1a 00 00
2026-04-29 08:34:29.733.252,18f182a0,a2 00 34 00 a5 00 81 00
2026-04-29 08:34:29.734.312,18f183a0,60 09 07 00 06 06 e0 01
2026-04-29 08:34:29.734.877,18f184a0,1a 00 1d 00 1b 00 2d 00
2026-04-29 08:34:29.735.441,18f185a0,8c 0b 00 00 20 1c 00 00
2026-04-29 08:34:29.736.005,18f186a0,02 01 01 01 01 00 5f 19
2026-04-29 08:34:29.737.697,18f189a0,00 00 00 00 00 00 12 00
2026-04-29 08:34:30.232.683,18f181a0,00 04 00 1d 55 1a 00 00
2026-04-29 08:34:30.233.248,18f182a0,a2 00 35 00 a5 00 81 00
2026-04-29 08:34:30.233.808,18f183a0,60 09 07 00 03 06 dc 01
2026-04-29 08:34:30.234.364,18f184a0,1a 00 1d 00 1b 00 2d 00
2026-04-29 08:34:30.234.928,18f185a0,8d 0b 00 00 20 1c 00 00
2026-04-29 08:34:30.235.488,18f186a0,02 01 01 01 01 00 5f 19
2026-04-29 08:34:30.237.181,18f189a0,00 00 00 00 00 00 12 00
2026-04-29 08:34:30.732.675,18f181a0,00 04 00 1d 55 1a 00 00
2026-04-29 08:34:30.733.239,18f182a0,a2 00 34 00 a5 00 81 00
2026-04-29 08:34:30.733.803,18f183a0,60 09 07 00 09 06 dc 01
2026-04-29 08:34:30.734.359,18f184a0,1a 00 1d 00 1a 00 2d 00
2026-04-29 08:34:30.734.919,18f185a0,8d 0b 00 00 20 1c 00 00
2026-04-29 08:34:30.735.480,18f186a0,02 01 01 01 01 00 5f 19
2026-04-29 08:34:30.737.173,18f189a0,00 00 00 00 00 00 12 00
2026-04-29 08:34:31.232.670,18f181a0,00 04 00 1d 55 1a 00 00
2026-04-29 08:34:31.233.235,18f182a0,a2 00 34 00 a5 00 81 00
2026-04-29 08:34:31.233.799,18f183a0,60 09 07 00 08 06 e4 01
2026-04-29 08:34:31.234.355,18f184a0,1a 00 1d 00 1a 00 2d 00
2026-04-29 08:34:31.234.915,18f185a0,8d 0b 00 00 20 1c 00 00
2026-04-29 08:34:31.235.476,18f186a0,02 01 01 01 01 00 5f 19
2026-04-29 08:34:31.237.168,18f189a0,00 00 00 00 00 00 12 00
2026-04-29 08:34:31.732.662,18f181a0,00 04 00 1d 55 1a 00 00
2026-04-29 08:34:31.733.227,18f182a0,a2 00 33 00 a5 00 81 00
2026-04-29 08:34:31.733.783,18f183a0,60 09 07 00 04 06 dc 01
2026-04-29 08:34:31.734.339,18f184a0,1a 00 1c 00 1a 00 2d 00
2026-04-29 08:34:31.734.899,18f185a0,8d 0b 00 00 20 1c 00 00
2026-04-29 08:34:31.735.459,18f186a0,02 01 01 01 01 00 5f 19
2026-04-29 08:34:31.737.152,18f189a0,00 00 00 00 00 00 12 00
2026-04-29 08:34:32.232.656,18f181a0,00 04 00 1d 55 1a 00 00
2026-04-29 08:34:32.233.220,18f182a0,a2 00 35 00 a5 00 82 00
2026-04-29 08:34:32.233.780,18f183a0,60 09 07 00 01 06 dc 01
2026-04-29 08:34:32.234.344,18f184a0,1a 00 1c 00 1a 00 2d 00
2026-04-29 08:34:32.234.904,18f185a0,8e 0b 00 00 20 1c 00 00
2026-04-29 08:34:32.235.469,18f186a0,02 01 01 01 01 00 5f 19
2026-04-29 08:34:32.237.162,18f189a0,00 00 00 00 00 00 12 00
2026-04-29 08:34:32.732.650,18f181a0,00 04 00 1d 55 1a 00 00
2026-04-29 08:34:32.733.214,18f182a0,a2 00 34 00 a4 00 82 00
2026-04-29 08:34:32.733.786,18f183a0,60 09 07 00 05 06 e4 01
2026-04-29 08:34:32.734.346,18f184a0,1a 00 1d 00 1b 00 2e 00
2026-04-29 08:34:32.734.906,18f185a0,8e 0b 00 00 20 1c 00 00
2026-04-29 08:34:32.735.471,18f186a0,02 01 01 01 01 00 5f 19
2026-04-29 08:34:32.737.163,18f189a0,00 00 00 00 00 00 12 00
2026-04-29 08:34:33.232.645,18f181a0,00 04 00 1d 55 1a 00 00
2026-04-29 08:34:33.233.209,18f182a0,a2 00 36 00 a4 00 81 00
2026-04-29 08:34:33.233.773,18f183a0,60 09 07 00 05 06 e0 01
2026-04-29 08:34:33.234.338,18f184a0,1a 00 1d 00 1b 00 2e 00
2026-04-29 08:34:33.234.898,18f185a0,8f 0b 00 00 20 1c 00 00
2026-04-29 08:34:33.235.454,18f186a0,02 01 01 01 01 00 5f 1e
2026-04-29 08:34:33.238.131,18f189a0,00 00 00 00 00 00 12 00
2026-04-29 08:34:33.732.636,18f181a0,00 04 00 1d 55 1a 00 00
2026-04-29 08:34:33.733.201,18f182a0,a2 00 35 00 a4 00 82 00
2026-04-29 08:34:33.734.261,18f183a0,60 09 07 00 02 06 dc 01
2026-04-29 08:34:33.734.821,18f184a0,1a 00 1c 00 1b 00 2d 00
2026-04-29 08:34:33.735.381,18f185a0,8f 0b 00 00 20 1c 00 00
2026-04-29 08:34:33.735.938,18f186a0,02 01 01 01 01 00 5f 1e
2026-04-29 08:34:33.737.630,18f189a0,00 00 00 00 00 00 12 00
2026-04-29 08:34:34.232.629,18f181a0,00 04 00 1d 55 1a 00 00
2026-04-29 08:34:34.233.193,18f182a0,a2 00 34 00 a4 00 82 00
2026-04-29 08:34:34.233.765,18f183a0,60 09 07 00 07 06 e0 01
2026-04-29 08:34:34.234.325,18f184a0,1a 00 1c 00 1b 00 2d 00
2026-04-29 08:34:34.234.885,18f185a0,8f 0b 00 00 20 1c 00 00
2026-04-29 08:34:34.235.442,18f186a0,02 01 01 01 01 00 5f 19
2026-04-29 08:34:34.237.134,18f189a0,00 00 00 00 00 00 12 00
2026-04-29 08:34:34.732.622,18f181a0,00 04 00 1d 55 1a 00 00
2026-04-29 08:34:34.733.186,18f182a0,a2 00 35 00 a4 00 81 00
2026-04-29 08:34:34.734.247,18f183a0,60 09 07 00 07 06 e0 01
2026-04-29 08:34:34.734.807,18f184a0,1a 00 1c 00 1b 00 2d 00
2026-04-29 08:34:34.735.367,18f185a0,90 0b 00 00 20 1c 00 00
2026-04-29 08:34:34.735.931,18f186a0,02 01 01 01 01 00 5f 19
2026-04-29 08:34:34.737.624,18f189a0,00 00 00 00 00 00 12 00
2026-04-29 08:34:35.232.617,18f181a0,00 04 00 1d 55 1a 00 00
2026-04-29 08:34:35.233.182,18f182a0,a2 00 35 00 a4 00 82 00
2026-04-29 08:34:35.234.238,18f183a0,60 09 07 00 02 06 d8 01
2026-04-29 08:34:35.234.798,18f184a0,1a 00 1c 00 1b 00 2d 00
2026-04-29 08:34:35.235.359,18f185a0,90 0b 00 00 20 1c 00 00
2026-04-29 08:34:35.235.923,18f186a0,02 01 01 01 01 00 5f 1e
2026-04-29 08:34:35.237.615,18f189a0,00 00 00 00 00 00 12 00
2026-04-29 08:34:35.732.609,18f181a0,00 04 00 1d 55 1a 00 00
2026-04-29 08:34:35.733.173,18f182a0,a2 00 35 00 a4 00 82 00
2026-04-29 08:34:35.733.737,18f183a0,60 09 07 00 02 06 dc 01
2026-04-29 08:34:35.734.298,18f184a0,1a 00 1c 00 1b 00 2d 00
2026-04-29 08:34:35.734.858,18f185a0,91 0b 00 00 20 1c 00 00
2026-04-29 08:34:35.735.418,18f186a0,02 01 01 01 01 00 5f 1e
2026-04-29 08:34:35.737.111,18f189a0,00 00 00 00 00 00 12 00
2026-04-29 08:34:36.232.604,18f181a0,00 04 00 1d 55 1a 00 00
2026-04-29 08:34:36.233.168,18f182a0,a2 00 34 00 a4 00 82 00
2026-04-29 08:34:36.233.741,18f183a0,60 09 07 00 04 06 e0 01
2026-04-29 08:34:36.234.305,18f184a0,1a 00 1c 00 1b 00 2d 00
2026-04-29 08:34:36.234.865,18f185a0,91 0b 00 00 20 1c 00 00
2026-04-29 08:34:36.235.426,18f186a0,02 01 01 01 01 00 5f 19
2026-04-29 08:34:36.237.119,18f189a0,00 00 00 00 00 00 12 00
2026-04-29 08:34:36.732.597,18f181a0,00 04 00 1d 55 1a 00 00
2026-04-29 08:34:36.733.161,18f182a0,a2 00 35 00 a4 00 81 00
2026-04-29 08:34:36.733.725,18f183a0,60 09 07 00 06 06 dc 01
2026-04-29 08:34:36.734.285,18f184a0,1a 00 1c 00 1b 00 2d 00
2026-04-29 08:34:36.734.845,18f185a0,91 0b 00 00 20 1c 00 00
2026-04-29 08:34:36.735.406,18f186a0,02 01 01 01 01 00 5f 19
2026-04-29 08:34:36.737.098,18f189a0,00 00 00 00 00 00 12 00
2026-04-29 08:34:37.232.590,18f181a0,00 04 00 1d 55 1a 00 00
2026-04-29 08:34:37.233.154,18f182a0,a2 00 35 00 a4 00 81 00
2026-04-29 08:34:37.233.719,18f183a0,60 09 07 00 07 06 dc 01
2026-04-29 08:34:37.234.279,18f184a0,1a 00 1c 00 1b 00 2d 00
2026-04-29 08:34:37.234.839,18f185a0,92 0b 00 00 20 1c 00 00
2026-04-29 08:34:37.235.895,18f186a0,02 01 01 01 01 00 5f 19
2026-04-29 08:34:37.237.588,18f189a0,00 00 00 00 00 00 12 00
2026-04-29 08:34:37.732.584,18f181a0,00 04 00 1d 55 1a 00 00
2026-04-29 08:34:37.733.148,18f182a0,a1 00 36 00 a4 00 82 00
2026-04-29 08:34:37.734.204,18f183a0,60 09 07 00 03 06 e0 01
2026-04-29 08:34:37.734.764,18f184a0,1a 00 1c 00 1b 00 2d 00
2026-04-29 08:34:37.735.325,18f185a0,92 0b 00 00 20 1c 00 00
2026-04-29 08:34:37.735.889,18f186a0,02 01 01 01 01 00 5f 19
2026-04-29 08:34:37.737.582,18f189a0,00 00 00 00 00 00 12 00
2026-04-29 08:34:38.232.578,18f181a0,00 04 00 1d 55 1a 00 00
2026-04-29 08:34:38.233.142,18f182a0,a1 00 39 00 a4 00 82 00
2026-04-29 08:34:38.233.702,18f183a0,60 09 07 00 3f 06 dc 01
2026-04-29 08:34:38.234.262,18f184a0,1a 00 1c 00 1b 00 2d 00
2026-04-29 08:34:38.234.823,18f185a0,93 0b 00 00 20 1c 00 00
2026-04-29 08:34:38.235.383,18f186a0,02 01 01 01 01 00 5f 19
2026-04-29 08:34:38.237.075,18f189a0,00 00 00 00 00 00 12 00
2026-04-29 08:34:38.732.568,18f181a0,00 04 00 1d 55 1a 00 00
2026-04-29 08:34:38.733.133,18f182a0,a1 00 3b 00 a4 00 82 00
2026-04-29 08:34:38.734.189,18f183a0,60 09 08 00 5c 06 e4 01
2026-04-29 08:34:38.734.746,18f184a0,1e 00 1c 00 1b 00 2e 00
2026-04-29 08:34:38.735.306,18f185a0,93 0b 00 00 20 1c 00 00
2026-04-29 08:34:38.735.866,18f186a0,02 01 01 01 01 00 5f 19
2026-04-29 08:34:38.737.559,18f189a0,00 00 00 00 00 00 12 00
2026-04-29 08:34:39.232.564,18f181a0,00 04 00 1d 55 1a 00 00
2026-04-29 08:34:39.233.128,18f182a0,a1 00 3b 00 a4 00 81 00
2026-04-29 08:34:39.233.689,18f183a0,60 09 09 00 66 06 e8 01
2026-04-29 08:34:39.234.245,18f184a0,1e 00 1c 00 1b 00 2e 00
2026-04-29 08:34:39.234.805,18f185a0,93 0b 00 00 20 1c 00 00
2026-04-29 08:34:39.235.365,18f186a0,02 01 01 01 01 00 5f 19
2026-04-29 08:34:39.237.058,18f189a0,00 00 00 00 00 00 12 00
2026-04-29 08:34:39.732.556,18f181a0,00 04 00 1d 55 1a 00 00
2026-04-29 08:34:39.733.120,18f182a0,a1 00 3b 00 a4 00 82 00
2026-04-29 08:34:39.733.680,18f183a0,60 09 09 00 6b 06 e4 01
2026-04-29 08:34:39.734.233,18f184a0,20 00 1c 00 1b 00 2e 00
2026-04-29 08:34:39.734.801,18f185a0,94 0b 00 00 20 1c 00 00
2026-04-29 08:34:39.735.361,18f186a0,02 01 01 01 01 00 5f 19
2026-04-29 08:34:39.737.054,18f189a0,00 00 00 00 00 00 12 00
2026-04-29 08:34:40.232.553,18f181a0,00 04 00 1d 55 1a 00 00
2026-04-29 08:34:40.233.117,18f182a0,a1 00 3c 00 a4 00 81 00
2026-04-29 08:34:40.233.693,18f183a0,60 09 09 00 6a 06 e4 01
2026-04-29 08:34:40.234.241,18f184a0,22 00 1c 00 1b 00 2e 00
2026-04-29 08:34:40.234.801,18f185a0,94 0b 00 00 20 1c 00 00
2026-04-29 08:34:40.235.361,18f186a0,02 01 01 01 01 00 5f 19
2026-04-29 08:34:40.237.054,18f189a0,00 00 00 00 00 00 12 00
2026-04-29 08:34:40.732.546,18f181a0,00 04 00 1d 55 1a 00 00
2026-04-29 08:34:40.733.110,18f182a0,a1 00 3b 00 a4 00 81 00
2026-04-29 08:34:40.733.670,18f183a0,60 09 09 00 6b 06 e8 01
2026-04-29 08:34:40.734.227,18f184a0,22 00 1c 00 1b 00 2e 00
2026-04-29 08:34:40.734.787,18f185a0,95 0b 00 00 20 1c 00 00
2026-04-29 08:34:40.735.347,18f186a0,02 01 01 01 01 00 5f 19
2026-04-29 08:34:40.737.039,18f189a0,00 00 00 00 00 00 12 00
2026-04-29 08:34:41.232.539,18f181a0,00 04 00 1d 55 1a 00 00
2026-04-29 08:34:41.233.103,18f182a0,a1 00 3c 00 a4 00 82 00
2026-04-29 08:34:41.233.675,18f183a0,60 09 09 00 71 06 e4 01
2026-04-29 08:34:41.234.228,18f184a0,22 00 1c 00 1b 00 2e 00
2026-04-29 08:34:41.234.788,18f185a0,95 0b 00 00 20 1c 00 00
2026-04-29 08:34:41.235.840,18f186a0,02 01 01 01 01 00 5f 19
2026-04-29 08:34:41.237.533,18f189a0,00 00 00 00 00 00 12 00
2026-04-29 08:34:41.732.926,18f181a0,00 04 00 1d 55 1a 00 00
2026-04-29 08:34:41.733.490,18f182a0,a1 00 3c 00 a4 00 82 00
2026-04-29 08:34:41.734.062,18f183a0,60 09 0a 00 6b 06 e8 01
2026-04-29 08:34:41.734.618,18f184a0,24 00 1c 00 1b 00 2e 00
2026-04-29 08:34:41.735.182,18f185a0,95 0b 00 00 20 1c 00 00
2026-04-29 08:34:41.735.743,18f186a0,02 01 01 01 01 00 5f 1e
2026-04-29 08:34:41.737.435,18f189a0,00 00 00 00 00 00 12 00
2026-04-29 08:34:42.232.523,18f181a0,00 04 00 1d 55 1a 00 00
2026-04-29 08:34:42.233.087,18f182a0,a1 00 3c 00 a4 00 81 00
2026-04-29 08:34:42.233.663,18f183a0,60 09 0a 00 70 06 e0 01
2026-04-29 08:34:42.234.220,18f184a0,24 00 1c 00 1b 00 2e 00
2026-04-29 08:34:42.234.784,18f185a0,96 0b 00 00 20 1c 00 00
2026-04-29 08:34:42.235.348,18f186a0,02 01 01 01 01 00 5f 19
2026-04-29 08:34:42.237.041,18f189a0,00 00 00 00 00 00 12 00
2026-04-29 08:34:42.732.519,18f181a0,00 04 00 1d 55 1a 00 00
2026-04-29 08:34:42.733.083,18f182a0,a1 00 3c 00 a4 00 81 00
2026-04-29 08:34:42.733.659,18f183a0,60 09 0a 00 77 06 e8 01
2026-04-29 08:34:42.734.215,18f184a0,24 00 1c 00 1b 00 2e 00
2026-04-29 08:34:42.734.779,18f185a0,96 0b 00 00 20 1c 00 00
2026-04-29 08:34:42.735.344,18f186a0,02 01 01 01 01 00 5f 19
2026-04-29 08:34:42.737.037,18f189a0,00 00 00 00 00 00 12 00
2026-04-29 08:34:43.232.833,18f181a0,00 04 00 1d 55 1a 00 00
2026-04-29 08:34:43.233.397,18f182a0,a1 00 3c 00 a4 00 81 00
2026-04-29 08:34:43.233.973,18f183a0,60 09 0a 00 72 06 e4 01
2026-04-29 08:34:43.234.529,18f184a0,24 00 1c 00 1b 00 2e 00
2026-04-29 08:34:43.235.094,18f185a0,97 0b 00 00 20 1c 00 00
2026-04-29 08:34:43.235.658,18f186a0,02 01 01 01 01 00 5f 1e
2026-04-29 08:34:43.237.350,18f189a0,00 00 00 00 00 00 12 00
2026-04-29 08:34:43.732.504,18f181a0,00 04 00 1d 55 1a 00 00
2026-04-29 08:34:43.733.068,18f182a0,a1 00 3c 00 a4 00 82 00
2026-04-29 08:34:43.733.641,18f183a0,60 09 0a 00 70 06 e8 01
2026-04-29 08:34:43.734.201,18f184a0,24 00 1c 00 1b 00 2e 00
2026-04-29 08:34:43.734.765,18f185a0,97 0b 00 00 20 1c 00 00
2026-04-29 08:34:43.735.329,18f186a0,02 01 01 01 01 00 5f 1e
2026-04-29 08:34:43.737.022,18f189a0,00 00 00 00 00 00 12 00
2026-04-29 08:34:44.232.499,18f181a0,00 04 00 1d 55 1a 00 00
2026-04-29 08:34:44.233.064,18f182a0,a1 00 3c 00 a4 00 83 00
2026-04-29 08:34:44.233.632,18f183a0,60 09 0a 00 6e 06 e4 01
2026-04-29 08:34:44.234.184,18f184a0,24 00 1c 00 1b 00 2e 00
2026-04-29 08:34:44.234.748,18f185a0,98 0b 00 00 20 1c 00 00
2026-04-29 08:34:44.235.313,18f186a0,02 01 01 01 01 00 5f 1e
2026-04-29 08:34:44.237.498,18f189a0,00 00 00 00 00 00 12 00
2026-04-29 08:34:44.732.491,18f181a0,00 04 00 1d 55 1a 00 00
2026-04-29 08:34:44.733.055,18f182a0,a1 00 3b 00 a3 00 82 00
2026-04-29 08:34:44.733.619,18f183a0,60 09 0a 00 6e 06 e8 01
2026-04-29 08:34:44.734.184,18f184a0,24 00 1d 00 1b 00 2e 00
2026-04-29 08:34:44.734.752,18f185a0,98 0b 00 00 20 1c 00 00
2026-04-29 08:34:44.735.316,18f186a0,02 01 01 01 01 00 5f 1e
2026-04-29 08:34:44.737.010,18f189a0,00 00 00 00 00 00 12 00
2026-04-29 08:34:45.232.486,18f181a0,00 04 00 1d 55 1a 00 00
2026-04-29 08:34:45.233.050,18f182a0,a1 00 3a 00 a4 00 82 00
2026-04-29 08:34:45.233.610,18f183a0,60 09 0a 00 77 06 e4 01
2026-04-29 08:34:45.234.166,18f184a0,24 00 1d 00 1b 00 2e 00
2026-04-29 08:34:45.235.226,18f185a0,99 0b 00 00 20 1c 00 00
2026-04-29 08:34:45.235.783,18f186a0,02 01 01 01 01 00 5f 19
2026-04-29 08:34:45.237.475,18f189a0,00 00 00 00 00 00 12 00
2026-04-29 08:34:45.732.692,18f181a0,00 04 00 1d 55 1a 00 00
2026-04-29 08:34:45.733.257,18f182a0,a1 00 3b 00 a3 00 82 00
2026-04-29 08:34:45.733.821,18f183a0,60 09 0a 00 70 06 e8 01
2026-04-29 08:34:45.734.381,18f184a0,24 00 1d 00 1b 00 2e 00
2026-04-29 08:34:45.734.950,18f185a0,99 0b 00 00 20 1c 00 00
2026-04-29 08:34:45.735.506,18f186a0,02 01 01 01 01 00 5f 1e
2026-04-29 08:34:45.737.199,18f189a0,00 00 00 00 00 00 12 00
2026-04-29 08:34:46.232.470,18f181a0,00 04 00 1d 55 1a 00 00
2026-04-29 08:34:46.233.034,18f182a0,a1 00 3a 00 a3 00 82 00
2026-04-29 08:34:46.233.599,18f183a0,60 09 0a 00 71 06 e0 01
2026-04-29 08:34:46.234.155,18f184a0,24 00 1d 00 1b 00 2e 00
2026-04-29 08:34:46.234.723,18f185a0,9a 0b 00 00 20 1c 00 00
2026-04-29 08:34:46.235.287,18f186a0,02 01 01 01 01 00 5f 1e
2026-04-29 08:34:46.236.981,18f189a0,00 00 00 00 00 00 12 00
2026-04-29 08:34:46.732.466,18f181a0,00 04 00 1d 55 1a 00 00
2026-04-29 08:34:46.733.030,18f182a0,a0 00 38 00 a3 00 7f 00
2026-04-29 08:34:46.733.595,18f183a0,60 09 0a 00 58 06 e8 01
2026-04-29 08:34:46.734.151,18f184a0,24 00 1c 00 1b 00 2e 00
2026-04-29 08:34:46.734.716,18f185a0,9a 0b 00 00 20 1c 00 00
2026-04-29 08:34:46.735.280,18f186a0,02 01 01 01 01 00 5f 19
2026-04-29 08:34:46.736.972,18f189a0,00 00 00 00 00 00 12 00
2026-04-29 08:34:47.232.460,18f181a0,00 04 00 1d 55 1a 00 00
2026-04-29 08:34:47.233.024,18f182a0,a1 00 35 00 a3 00 83 00
2026-04-29 08:34:47.233.580,18f183a0,60 09 0a 00 16 06 e0 01
2026-04-29 08:34:47.234.136,18f184a0,22 00 1c 00 1b 00 2e 00
2026-04-29 08:34:47.234.697,18f185a0,9b 0b 00 00 20 1c 00 00
2026-04-29 08:34:47.235.257,18f186a0,02 01 01 01 01 00 5f 1e
2026-04-29 08:34:47.236.950,18f189a0,00 00 00 00 00 00 12 00
2026-04-29 08:34:47.732.453,18f181a0,00 04 00 1d 55 1a 00 00
2026-04-29 08:34:47.733.017,18f182a0,a1 00 35 00 a3 00 82 00
2026-04-29 08:34:47.733.578,18f183a0,60 09 09 00 10 06 dc 01
2026-04-29 08:34:47.734.130,18f184a0,20 00 1c 00 1b 00 2e 00
2026-04-29 08:34:47.734.698,18f185a0,9b 0b 00 00 20 1c 00 00
2026-04-29 08:34:47.735.259,18f186a0,02 01 01 01 01 00 5f 19
2026-04-29 08:34:47.736.951,18f189a0,00 00 00 00 00 00 12 00
2026-04-29 08:34:48.232.444,18f181a0,00 04 00 1d 55 1a 00 00
2026-04-29 08:34:48.233.008,18f182a0,a0 00 34 00 a3 00 81 00
2026-04-29 08:34:48.233.572,18f183a0,60 09 08 00 f2 05 dc 01
2026-04-29 08:34:48.234.128,18f184a0,1e 00 1c 00 1b 00 2e 00
2026-04-29 08:34:48.234.688,18f185a0,9c 0b 00 00 20 1c 00 00
2026-04-29 08:34:48.235.257,18f186a0,02 01 01 01 01 00 5f 19
2026-04-29 08:34:48.236.950,18f189a0,00 00 00 00 00 00 12 00
2026-04-29 08:34:48.732.441,18f181a0,00 04 00 1d 55 1a 00 00
2026-04-29 08:34:48.733.005,18f182a0,a0 00 2f 00 a3 00 81 00
2026-04-29 08:34:48.733.569,18f183a0,60 09 08 00 ad 05 e0 01
2026-04-29 08:34:48.734.126,18f184a0,1c 00 1c 00 1b 00 2e 00
2026-04-29 08:34:48.734.690,18f185a0,9c 0b 00 00 20 1c 00 00
2026-04-29 08:34:48.735.258,18f186a0,02 01 01 01 01 00 5f 19
2026-04-29 08:34:48.736.951,18f189a0,00 00 00 00 00 00 12 00
2026-04-29 08:34:49.232.434,18f181a0,00 04 00 1d 55 1a 00 00
2026-04-29 08:34:49.232.999,18f182a0,a0 00 2f 00 a3 00 82 00
2026-04-29 08:34:49.233.559,18f183a0,60 09 07 00 9e 05 d8 01
2026-04-29 08:34:49.234.123,18f184a0,18 00 1c 00 1b 00 2e 00
2026-04-29 08:34:49.234.688,18f185a0,9d 0b 00 00 20 1c 00 00
2026-04-29 08:34:49.235.736,18f186a0,02 01 01 01 01 00 5f 1e
2026-04-29 08:34:49.237.429,18f189a0,00 00 00 00 00 00 12 00
2026-04-29 08:34:49.732.463,18f181a0,00 04 00 1d 55 1a 00 00
2026-04-29 08:34:49.733.027,18f182a0,a0 00 2f 00 a3 00 82 00
2026-04-29 08:34:49.733.587,18f183a0,60 09 06 00 96 05 d8 01
2026-04-29 08:34:49.734.144,18f184a0,14 00 1c 00 1b 00 2e 00
2026-04-29 08:34:49.734.712,18f185a0,9d 0b 00 00 20 1c 00 00
2026-04-29 08:34:49.735.268,18f186a0,02 01 01 01 01 00 5f 19
2026-04-29 08:34:49.736.961,18f189a0,00 00 00 00 00 00 12 00
2026-04-29 08:34:50.232.429,18f181a0,00 04 00 1d 55 1a 00 00
2026-04-29 08:34:50.232.993,18f182a0,a0 00 2b 00 a3 00 82 00
2026-04-29 08:34:50.233.562,18f183a0,60 09 06 00 45 05 d4 01
2026-04-29 08:34:50.234.118,18f184a0,12 00 1c 00 1b 00 2e 00
2026-04-29 08:34:50.234.678,18f185a0,9d 0b 00 00 20 1c 00 00
2026-04-29 08:34:50.235.234,18f186a0,02 01 01 01 01 00 5f 19
2026-04-29 08:34:50.236.927,18f189a0,00 00 00 00 00 00 12 00
2026-04-29 08:34:50.732.411,18f181a0,00 04 00 1d 55 1a 00 00
2026-04-29 08:34:50.732.975,18f182a0,a0 00 2e 00 a3 00 82 00
2026-04-29 08:34:50.733.539,18f183a0,60 09 04 00 33 05 d0 01
2026-04-29 08:34:50.734.103,18f184a0,10 00 1d 00 1b 00 2e 00
2026-04-29 08:34:50.734.672,18f185a0,9d 0b 00 00 20 1c 00 00
2026-04-29 08:34:50.735.228,18f186a0,02 01 01 01 01 00 5f 19
2026-04-29 08:34:50.736.920,18f189a0,00 00 00 00 00 00 12 00
2026-04-29 08:34:51.232.408,18f181a0,00 04 00 1d 55 1a 00 00
2026-04-29 08:34:51.232.972,18f182a0,a0 00 2e 00 a3 00 82 00
2026-04-29 08:34:51.233.536,18f183a0,60 09 04 00 2b 05 d0 01
2026-04-29 08:34:51.234.097,18f184a0,0c 00 1d 00 1b 00 2e 00
2026-04-29 08:34:51.234.657,18f185a0,9e 0b 00 00 20 1c 00 00
2026-04-29 08:34:51.235.217,18f186a0,02 01 01 01 01 00 5f 19
2026-04-29 08:34:51.236.910,18f189a0,00 00 00 00 00 00 12 00
2026-04-29 08:34:51.732.399,18f181a0,00 04 00 1d 55 1a 00 00
2026-04-29 08:34:51.732.964,18f182a0,a0 00 2e 00 a3 00 81 00
2026-04-29 08:34:51.733.532,18f183a0,60 09 04 00 2c 05 d0 01
2026-04-29 08:34:51.734.096,18f184a0,0a 00 1c 00 1b 00 2e 00
2026-04-29 08:34:51.734.660,18f185a0,9e 0b 00 00 20 1c 00 00
2026-04-29 08:34:51.735.221,18f186a0,02 01 01 01 01 00 5f 19
2026-04-29 08:34:51.736.914,18f189a0,00 00 00 00 00 00 12 00
2026-04-29 08:34:52.232.393,18f181a0,00 04 00 1d 55 1a 00 00
2026-04-29 08:34:52.232.958,18f182a0,a0 00 2e 00 a3 00 82 00
2026-04-29 08:34:52.233.522,18f183a0,60 09 04 00 26 05 d0 01
2026-04-29 08:34:52.234.083,18f184a0,0a 00 1c 00 1b 00 2e 00
2026-04-29 08:34:52.234.647,18f185a0,9e 0b 00 00 20 1c 00 00
2026-04-29 08:34:52.235.207,18f186a0,02 01 01 01 01 00 5f 19
2026-04-29 08:34:52.236.900,18f189a0,00 00 00 00 00 00 12 00
2026-04-29 08:34:52.732.386,18f181a0,00 04 00 1d 55 1a 00 00
2026-04-29 08:34:52.732.950,18f182a0,a0 00 2d 00 a3 00 82 00
2026-04-29 08:34:52.733.510,18f183a0,60 09 04 00 2c 05 d0 01
2026-04-29 08:34:52.734.074,18f184a0,0a 00 1c 00 1b 00 2e 00
2026-04-29 08:34:52.734.638,18f185a0,9e 0b 00 00 20 1c 00 00
